"call_type	received_timestamp	disptach_timestamp"
"Medical Incident	 15:05:34	 15:06:30"
"Medical Incident	 17:22:42	 17:22:55"
"Train / Rail Incident	 21:57:31	 04:39:09"
"Medical Incident	 21:14:15	 21:16:33"
"Medical Incident	 10:11:15	 10:13:52"
"Medical Incident	 12:31:59	 12:34:12"
"Train / Rail Incident	 21:57:31	 04:39:09"
"Medical Incident	 22:43:14	 22:50:02"
"Medical Incident	 16:06:48	 16:08:56"
"Medical Incident	 11:15:04	 11:16:17"
"Medical Incident	 22:40:26	 22:42:16"
"Alarms	 11:17:41	 11:19:13"
"Medical Incident	 21:14:15	 21:14:51"
"Medical Incident	 08:04:31	 08:06:25"
"Medical Incident	 12:24:33	 12:27:24"
"Alarms	 01:56:32	 01:57:55"
"Smoke Investigation (Outside)	 18:57:15	 19:06:09"
"Gas Leak (Natural and LP Gases)	 19:55:54	 20:01:13"
"Medical Incident	 18:15:59	 18:16:47"
"Medical Incident	 08:23:11	 08:24:24"
"Medical Incident	 15:35:27	 15:36:21"
"Medical Incident	 19:11:18	 19:12:47"
"Smoke Investigation (Outside)	 18:57:15	 19:07:27"
"Medical Incident	 17:17:23	 17:19:49"
"Medical Incident	 10:18:11	 10:19:04"
"Medical Incident	 20:34:23	 20:36:14"
"Alarms	 08:21:41	 08:22:26"
"Medical Incident	 15:55:46	 15:56:13"
"Traffic Collision	 19:56:58	 19:57:28"
"Traffic Collision	 16:24:06	 16:25:25"
"Medical Incident	 14:51:01	 14:53:16"
"Medical Incident	 11:45:03	 11:46:26"
"Medical Incident	 19:14:41	 19:18:26"
"Medical Incident	 20:10:32	 20:10:57"
"Medical Incident	 14:22:47	 14:23:07"
"Structure Fire	 19:15:11	 19:17:11"
"Medical Incident	 20:53:39	 20:56:30"
"Medical Incident	 19:47:24	 19:50:20"
"Medical Incident	 16:56:34	 16:58:16"
"Alarms	 16:00:06	 16:04:50"
"Medical Incident	 16:05:45	 16:08:34"
"Traffic Collision	 19:48:10	 19:51:15"
"Medical Incident	 16:39:54	 16:40:30"
"Medical Incident	 12:48:15	 12:49:29"
"Citizen Assist / Service Call	 11:20:17	 11:21:06"
"Medical Incident	 12:36:37	 12:41:07"
"Medical Incident	 01:12:57	 01:18:28"
"Medical Incident	 11:00:52	 11:14:44"
"Medical Incident	 22:04:44	 22:05:57"
"Alarms	 14:03:11	 14:04:32"
"Medical Incident	 00:49:48	 00:51:14"
"Medical Incident	 00:09:42	 00:10:32"
"Alarms	 15:03:23	 15:05:12"
"Medical Incident	 12:53:23	 12:54:19"
"Alarms	 16:00:06	 16:04:50"
"Medical Incident	 16:02:41	 16:05:59"
"Medical Incident	 16:09:02	 16:09:33"
"Medical Incident	 20:07:07	 20:08:07"
"Medical Incident	 22:54:09	 22:54:46"
"Alarms	 15:13:54	 15:15:35"
"Medical Incident	 18:07:01	 18:10:49"
"Structure Fire	 07:30:37	 07:30:46"
"Medical Incident	 11:37:28	 11:43:14"
"Medical Incident	 14:16:33	 14:21:01"
"Alarms	 14:03:11	 14:04:32"
"Structure Fire	 10:19:30	 10:19:39"
"Medical Incident	 08:47:47	 08:50:25"
"Traffic Collision	 11:28:45	 11:29:46"
"Traffic Collision	 19:21:12	 19:21:35"
"Medical Incident	 20:18:21	 20:19:41"
"Medical Incident	 14:55:45	 15:00:43"
"Alarms	 15:07:25	 15:12:26"
"Medical Incident	 06:03:44	 06:04:24"
"Medical Incident	 12:00:49	 12:03:32"
"Structure Fire	 20:07:08	 20:07:15"
"Medical Incident	 10:35:51	 10:38:38"
"Alarms	 22:21:22	 22:23:10"
"Alarms	 14:17:10	 14:19:56"
"Medical Incident	 02:17:35	 02:19:32"
"Alarms	 11:10:59	 11:12:05"
"Alarms	 09:00:51	 09:02:58"
"Traffic Collision	 19:21:12	 19:21:35"
"Structure Fire	 19:15:11	 19:17:11"
"Medical Incident	 16:54:58	 16:57:33"
"Medical Incident	 13:59:07	 13:59:49"
"Medical Incident	 19:52:59	 20:07:26"
"Medical Incident	 11:45:03	 11:46:26"
"Medical Incident	 18:14:36	 18:16:24"
"Medical Incident	 21:05:19	 21:08:52"
"Medical Incident	 20:19:41	 20:21:13"
"Medical Incident	 07:29:59	 07:31:46"
"Medical Incident	 19:22:47	 19:26:06"
"Traffic Collision	 16:24:06	 16:25:25"
"Medical Incident	 16:39:54	 16:40:30"
"Structure Fire	 07:33:46	 07:35:21"
"Medical Incident	 22:37:03	 22:38:55"
"Traffic Collision	 11:57:45	 11:58:18"
"Medical Incident	 20:51:27	 20:57:14"
"Medical Incident	 21:39:31	 21:41:19"
"Medical Incident	 12:45:06	 12:46:53"
"Medical Incident	 12:18:11	 12:19:51"
"Medical Incident	 15:50:14	 15:50:53"
"Medical Incident	 09:26:59	 09:42:41"
"Outside Fire	 14:05:10	 14:06:34"
"Alarms	 20:34:46	 20:36:32"
"Medical Incident	 06:59:06	 07:04:25"
"Medical Incident	 11:05:26	 11:06:28"
"Medical Incident	 14:55:45	 14:59:48"
"Medical Incident	 01:18:25	 01:24:29"
"Medical Incident	 22:20:42	 22:23:46"
"Medical Incident	 22:12:36	 22:13:43"
"Alarms	 16:52:44	 16:54:11"
"Outside Fire	 22:36:12	 22:40:52"
"Medical Incident	 18:34:52	 18:35:53"
"Vehicle Fire	 17:27:20	 17:29:45"
"Alarms	 01:05:22	 01:07:51"
"Structure Fire	 15:52:18	 15:54:11"
"Medical Incident	 08:39:53	 08:43:11"
"Medical Incident	 15:01:51	 15:02:47"
"Medical Incident	 06:37:25	 06:40:34"
"Alarms	 23:39:21	 23:42:08"
"Medical Incident	 22:01:05	 22:03:15"
"Alarms	 13:54:01	 13:55:33"
"Structure Fire	 10:19:30	 10:19:39"
"Medical Incident	 09:17:08	 09:18:07"
"Medical Incident	 19:59:56	 20:00:51"
"Structure Fire	 19:15:11	 19:17:11"
"Medical Incident	 18:04:38	 18:07:42"
"Medical Incident	 11:31:04	 11:33:43"
"Medical Incident	 12:00:49	 12:02:53"
"Medical Incident	 19:30:32	 19:33:12"
"Medical Incident	 17:28:02	 17:30:08"
"Structure Fire	 19:15:11	 19:17:11"
"Structure Fire	 20:19:16	 20:22:00"
"Medical Incident	 14:29:18	 14:31:38"
"Medical Incident	 04:20:41	 04:26:15"
"Medical Incident	 02:02:23	 02:04:37"
"Medical Incident	 09:52:06	 09:54:17"
"Medical Incident	 16:28:17	 16:31:32"
"Medical Incident	 10:35:27	 10:36:10"
"Medical Incident	 14:55:45	 14:59:48"
"Medical Incident	 09:37:33	 09:39:36"
"Medical Incident	 11:43:20	 11:45:07"
"Medical Incident	 08:58:56	 08:59:53"
"Medical Incident	 17:41:55	 17:42:28"
"Medical Incident	 07:08:04	 07:10:53"
"Medical Incident	 11:19:06	 11:22:07"
"Medical Incident	 11:13:17	 11:14:38"
"Medical Incident	 21:00:18	 21:03:28"
"Medical Incident	 11:05:26	 11:06:28"
"Medical Incident	 14:42:40	 14:47:53"
"Outside Fire	 09:09:06	 09:11:16"
"Medical Incident	 09:03:26	 09:05:12"
"Medical Incident	 06:59:06	 07:01:05"
"Medical Incident	 03:16:51	 03:18:21"
"Medical Incident	 05:15:41	 05:18:03"
"Medical Incident	 19:39:42	 19:42:25"
"Medical Incident	 18:09:59	 18:13:12"
"Medical Incident	 17:43:44	 17:46:06"
"Medical Incident	 15:57:02	 15:57:40"
"Alarms	 13:20:01	 13:22:47"
"Medical Incident	 00:57:45	 01:01:30"
"Medical Incident	 14:16:33	 14:21:01"
"Medical Incident	 16:56:34	 16:58:16"
"Medical Incident	 19:17:51	 19:19:39"
"Medical Incident	 12:32:30	 12:34:41"
"Medical Incident	 15:15:47	 15:20:54"
"Alarms	 21:14:28	 21:17:27"
"Medical Incident	 19:37:52	 19:40:25"
"Medical Incident	 02:07:04	 02:09:57"
"Medical Incident	 23:19:14	 23:23:05"
"Medical Incident	 07:02:35	 07:05:09"
"Medical Incident	 10:39:37	 10:40:30"
"Medical Incident	 02:36:23	 03:20:17"
"HazMat	 07:42:38	 07:46:42"
"Medical Incident	 14:29:18	 14:31:38"
"Medical Incident	 21:14:08	 21:16:54"
"Medical Incident	 11:30:11	 11:33:53"
"Other	 13:18:26	 13:20:45"
"Medical Incident	 11:00:52	 11:17:53"
"Medical Incident	 23:15:08	 23:28:18"
"Medical Incident	 19:15:09	 19:15:55"
"Medical Incident	 02:36:23	 02:39:55"
"Medical Incident	 23:15:08	 23:16:47"
"Medical Incident	 09:24:03	 09:24:38"
"Medical Incident	 16:02:52	 16:05:34"
"Alarms	 23:39:21	 23:42:08"
"Medical Incident	 05:15:41	 05:18:03"
"Medical Incident	 00:46:47	 00:47:09"
"Medical Incident	 10:28:19	 10:28:32"
"Medical Incident	 15:58:28	 15:59:38"
"Medical Incident	 15:50:14	 15:50:53"
"Alarms	 14:36:57	 14:38:48"
"Medical Incident	 19:50:08	 19:51:41"
"Medical Incident	 22:37:35	 22:39:39"
"Medical Incident	 05:49:09	 05:52:04"
"Medical Incident	 17:55:39	 17:57:39"
"Medical Incident	 01:11:07	 01:15:16"
"Traffic Collision	 11:57:45	 11:58:18"
"Alarms	 15:03:23	 15:05:12"
"Medical Incident	 14:05:02	 14:08:31"
"Medical Incident	 17:28:02	 17:30:08"
"Traffic Collision	 16:24:06	 16:25:25"
"Medical Incident	 22:16:13	 22:16:34"
"Medical Incident	 21:49:23	 22:11:36"
"Medical Incident	 11:31:04	 11:33:43"
"Medical Incident	 12:13:36	 12:17:25"
"Medical Incident	 10:35:51	 10:38:38"
"Medical Incident	 16:18:56	 16:21:36"
"Structure Fire	 07:48:50	 07:49:31"
"Alarms	 22:21:22	 22:23:10"
"Medical Incident	 19:15:09	 19:16:36"
"Medical Incident	 15:58:31	 16:00:00"
"Medical Incident	 19:15:09	 19:15:55"
"Medical Incident	 01:52:40	 01:55:24"
"Medical Incident	 10:19:34	 10:20:46"
"Medical Incident	 15:06:39	 15:11:18"
"Structure Fire	 20:19:16	 20:22:00"
"Alarms	 14:10:13	 14:11:53"
"Medical Incident	 15:26:14	 15:27:32"
"Medical Incident	 11:22:09	 11:23:26"
"Medical Incident	 18:19:26	 18:20:46"
"Medical Incident	 01:26:21	 01:28:59"
"Medical Incident	 13:09:26	 13:13:33"
"Medical Incident	 13:15:47	 13:16:00"
"Medical Incident	 11:22:09	 11:29:43"
"Medical Incident	 21:41:08	 21:44:25"
"Structure Fire	 07:33:46	 07:35:21"
"Medical Incident	 21:04:24	 21:08:29"
"Medical Incident	 18:23:32	 18:23:32"
"Medical Incident	 12:36:37	 12:41:07"
"Medical Incident	 00:46:47	 00:47:09"
"Electrical Hazard	 09:26:31	 09:28:15"
"Medical Incident	 23:41:02	 23:42:57"
"Medical Incident	 20:23:20	 20:27:34"
"Medical Incident	 02:17:35	 02:19:32"
"Medical Incident	 18:34:52	 18:36:49"
"Medical Incident	 18:39:25	 18:44:30"
"Medical Incident	 21:39:56	 21:42:05"
"Alarms	 01:05:22	 01:07:51"
"Medical Incident	 20:33:12	 20:37:12"
"Other	 00:23:51	 00:25:21"
"Medical Incident	 15:15:47	 15:20:54"
"Alarms	 12:28:10	 12:32:26"
"Medical Incident	 17:41:55	 17:44:34"
"Medical Incident	 02:02:35	 02:08:29"
"Structure Fire	 19:37:40	 19:39:00"
"Alarms	 21:14:28	 21:17:27"
"Alarms	 14:36:35	 14:37:38"
"Medical Incident	 22:46:24	 22:46:37"
"Medical Incident	 21:49:23	 21:50:20"
"Outside Fire	 22:36:12	 22:40:52"
"Medical Incident	 12:00:49	 12:04:25"
"Medical Incident	 01:20:17	 01:22:26"
"Medical Incident	 02:31:41	 02:33:28"
"Alarms	 02:27:49	 02:29:50"
"Medical Incident	 06:59:06	 07:01:05"
"Structure Fire	 15:52:18	 15:54:11"
"Alarms	 14:03:11	 14:05:55"
"Medical Incident	 00:12:18	 00:13:31"
"Medical Incident	 01:21:56	 01:25:38"
"Medical Incident	 09:24:03	 09:24:38"
"Structure Fire	 13:31:36	 13:31:40"
"Medical Incident	 14:42:40	 14:45:43"
"Medical Incident	 14:50:14	 14:54:33"
"Medical Incident	 21:49:23	 22:09:48"
"Medical Incident	 11:19:06	 11:22:07"
"Medical Incident	 00:57:45	 01:01:30"
"Alarms	 20:34:46	 20:36:32"
"Structure Fire	 19:37:40	 19:39:00"
"Medical Incident	 20:46:14	 20:48:57"
"Medical Incident	 09:19:50	 09:22:33"
"Alarms	 14:03:11	 14:04:32"
"Medical Incident	 08:39:53	 08:43:11"
"Citizen Assist / Service Call	 02:58:29	 03:02:00"
"Medical Incident	 20:08:52	 20:12:14"
"Water Rescue	 17:31:53	 17:36:59"
"Medical Incident	 03:23:09	 03:24:17"
"Medical Incident	 20:00:08	 20:02:45"
"Structure Fire	 07:48:50	 07:49:31"
"Medical Incident	 22:16:13	 22:16:34"
"Medical Incident	 19:34:09	 19:35:09"
"Medical Incident	 13:32:48	 13:33:02"
"Medical Incident	 03:11:38	 03:17:05"
"Vehicle Fire	 18:20:37	 18:22:12"
"Fuel Spill	 19:18:13	 19:19:02"
"Alarms	 14:10:13	 14:11:53"
"Medical Incident	 12:33:08	 12:34:18"
"Alarms	 15:13:54	 15:15:35"
"Structure Fire	 19:15:11	 19:18:41"
"Medical Incident	 20:38:26	 20:40:20"
"Medical Incident	 02:07:04	 02:07:30"
"Medical Incident	 22:18:24	 22:19:47"
"Medical Incident	 20:50:44	 20:58:54"
"Medical Incident	 15:58:31	 16:00:00"
"Structure Fire	 07:48:50	 07:49:31"
"Medical Incident	 18:31:24	 18:31:40"
"Medical Incident	 17:22:50	 17:23:57"
"Medical Incident	 14:42:40	 14:45:43"
"Medical Incident	 11:54:31	 11:56:47"
"Medical Incident	 00:25:59	 00:26:11"
"Structure Fire	 19:15:11	 19:17:11"
"Medical Incident	 14:34:56	 14:36:11"
"Medical Incident	 09:17:08	 09:18:07"
"Medical Incident	 11:30:11	 11:32:05"
"Medical Incident	 21:14:08	 21:16:54"
"Medical Incident	 19:34:09	 19:38:14"
"Medical Incident	 11:16:55	 11:18:07"
"Medical Incident	 14:59:49	 15:02:27"
"Alarms	 13:53:03	 13:54:46"
"Medical Incident	 08:53:41	 08:54:42"
"Medical Incident	 09:44:36	 09:47:13"
"Medical Incident	 15:15:47	 15:41:17"
"Medical Incident	 07:02:35	 07:05:09"
"Structure Fire	 20:19:16	 20:22:00"
"Medical Incident	 21:26:20	 21:29:22"
"Medical Incident	 17:41:55	 17:42:28"
"Medical Incident	 19:59:56	 20:00:51"
"Alarms	 21:07:36	 21:09:38"
"Medical Incident	 02:21:29	 02:22:18"
"Medical Incident	 17:43:44	 17:46:16"
"Medical Incident	 18:07:01	 18:09:24"
"Medical Incident	 17:41:55	 17:42:28"
"Other	 20:51:21	 20:51:30"
"Medical Incident	 13:28:26	 13:31:19"
"Structure Fire	 07:48:50	 07:49:31"
"Medical Incident	 18:31:31	 18:34:14"
"Alarms	 10:04:06	 10:04:51"
"Medical Incident	 13:08:10	 13:09:28"
"Medical Incident	 02:21:29	 02:25:05"
"Alarms	 09:00:51	 09:02:58"
"Structure Fire	 15:52:18	 15:54:11"
"Medical Incident	 20:51:40	 20:55:32"
"Medical Incident	 20:25:44	 20:25:52"
"Medical Incident	 21:40:00	 21:43:19"
"Structure Fire	 15:52:18	 15:54:11"
"Outside Fire	 09:09:06	 09:12:13"
"Medical Incident	 10:18:26	 10:21:16"
"Traffic Collision	 19:21:12	 19:24:43"
"Medical Incident	 12:48:15	 12:49:29"
"Structure Fire	 15:52:18	 15:54:11"
"Structure Fire	 00:27:47	 00:27:54"
"Structure Fire	 15:52:18	 15:54:11"
"Medical Incident	 03:11:38	 03:16:04"
"Medical Incident	 18:23:32	 18:23:59"
"Alarms	 19:32:23	 19:33:53"
"Medical Incident	 13:59:07	 13:59:49"
"Medical Incident	 14:47:03	 14:48:15"
"Other	 10:10:05	 10:19:34"
"Medical Incident	 21:39:31	 21:41:19"
"Medical Incident	 16:39:54	 16:40:30"
"Medical Incident	 22:13:07	 22:14:14"
"Medical Incident	 11:00:52	 11:02:05"
"Medical Incident	 16:22:45	 16:24:04"
"Structure Fire	 20:19:16	 20:22:00"
"Medical Incident	 17:41:55	 17:42:28"
"Medical Incident	 02:09:28	 02:11:57"
"Medical Incident	 21:05:19	 21:08:52"
"Medical Incident	 07:29:59	 07:31:46"
"Medical Incident	 11:13:17	 11:15:19"
"Alarms	 16:38:44	 16:41:35"
"Traffic Collision	 16:14:20	 16:22:37"
"Medical Incident	 22:24:48	 22:26:50"
"Traffic Collision	 11:28:45	 11:37:52"
"Medical Incident	 21:17:03	 21:18:20"
"Citizen Assist / Service Call	 01:50:32	 01:53:35"
"Medical Incident	 16:42:04	 16:57:22"
"Alarms	 13:54:01	 13:55:33"
"Medical Incident	 07:57:58	 07:59:20"
"Medical Incident	 17:55:39	 17:56:42"
"Medical Incident	 22:04:44	 22:05:57"
"Medical Incident	 10:39:37	 10:40:30"
"Medical Incident	 07:15:17	 07:18:59"
"Medical Incident	 22:01:05	 22:03:15"
"Medical Incident	 20:51:40	 20:55:32"
"Medical Incident	 11:22:09	 11:24:51"
"Alarms	 13:53:03	 13:54:46"
"Medical Incident	 00:54:51	 00:55:04"
"Medical Incident	 16:09:02	 16:09:33"
"Traffic Collision	 11:28:45	 11:29:46"
"Alarms	 08:21:41	 08:22:26"
"Structure Fire	 19:15:11	 19:17:11"
"Other	 09:35:25	 09:36:07"
"Medical Incident	 09:36:02	 09:40:07"
"Medical Incident	 06:21:11	 06:22:00"
"Structure Fire	 07:33:46	 07:35:21"
"Medical Incident	 21:40:00	 21:43:52"
"Medical Incident	 15:57:02	 15:57:40"
"Medical Incident	 20:00:08	 20:02:45"
"Alarms	 17:08:31	 17:10:28"
"Medical Incident	 06:10:34	 06:17:51"
"Medical Incident	 06:59:06	 07:01:05"
"Medical Incident	 01:52:40	 01:55:24"
"Medical Incident	 15:23:35	 15:25:24"
"Medical Incident	 16:39:54	 16:40:30"
"Structure Fire	 13:31:36	 13:31:40"
"Water Rescue	 17:31:53	 17:36:59"
"Medical Incident	 19:30:32	 19:33:55"
"Medical Incident	 06:05:20	 06:09:06"
"Medical Incident	 15:17:46	 15:20:03"
"Structure Fire	 19:37:40	 19:39:00"
"Citizen Assist / Service Call	 22:53:56	 22:56:02"
"Medical Incident	 21:09:47	 21:12:06"
"Medical Incident	 23:41:02	 23:42:57"
"Alarms	 13:53:03	 13:55:52"
"Medical Incident	 20:15:53	 20:16:56"
"Medical Incident	 14:34:18	 14:37:17"
"Alarms	 01:05:22	 01:07:51"
"Medical Incident	 06:55:22	 06:56:37"
"Alarms	 16:00:06	 16:04:50"
"Medical Incident	 18:19:26	 18:20:46"
"Medical Incident	 16:10:35	 16:12:35"
"Citizen Assist / Service Call	 13:08:31	 13:12:41"
"Medical Incident	 05:34:38	 05:35:05"
"Medical Incident	 21:31:58	 21:32:28"
"Medical Incident	 08:14:10	 08:15:30"
"Medical Incident	 16:42:04	 16:45:22"
"Medical Incident	 02:51:05	 02:55:02"
"Medical Incident	 19:15:09	 19:15:55"
"Medical Incident	 08:35:51	 08:38:55"
"Medical Incident	 10:35:55	 10:37:24"
"Structure Fire	 00:27:47	 00:27:54"
"Structure Fire	 19:15:11	 19:17:11"
"Medical Incident	 20:51:27	 20:57:14"
"Medical Incident	 11:13:17	 11:21:29"
"Traffic Collision	 16:24:06	 16:25:25"
"Structure Fire	 20:19:16	 20:22:00"
"Alarms	 19:32:23	 19:33:53"
"Medical Incident	 12:45:06	 12:46:53"
"Medical Incident	 20:53:39	 20:58:54"
"Medical Incident	 06:10:36	 06:11:16"
"Medical Incident	 16:39:54	 16:40:30"
"Medical Incident	 00:25:59	 00:26:11"
"Medical Incident	 14:27:23	 14:29:35"
"Medical Incident	 13:25:23	 13:27:28"
"Medical Incident	 18:14:36	 18:15:21"
"Medical Incident	 12:33:49	 12:35:24"
"Vehicle Fire	 22:19:53	 22:22:13"
"Medical Incident	 22:24:48	 22:26:50"
"Medical Incident	 18:53:37	 18:54:52"
"Medical Incident	 14:51:01	 14:54:13"
"Medical Incident	 13:32:48	 13:33:02"
"Medical Incident	 08:46:24	 08:47:01"
"Outside Fire	 22:36:12	 22:40:52"
"Structure Fire	 20:19:16	 20:22:00"
"Medical Incident	 19:15:09	 19:16:54"
"Structure Fire	 07:33:46	 07:35:21"
"Medical Incident	 11:22:09	 11:23:26"
"Medical Incident	 12:50:19	 12:51:14"
"Alarms	 14:17:10	 14:19:56"
"Medical Incident	 06:55:22	 06:56:37"
"Structure Fire	 15:52:18	 15:54:11"
"Traffic Collision	 16:24:06	 16:25:25"
"Medical Incident	 13:24:47	 13:29:15"
"Medical Incident	 03:16:51	 03:18:21"
"Medical Incident	 11:00:52	 11:15:35"
"Medical Incident	 12:41:28	 12:41:50"
"Medical Incident	 08:13:36	 08:14:16"
"Medical Incident	 08:23:09	 08:25:09"
"Medical Incident	 22:20:42	 22:23:46"
"Medical Incident	 09:36:48	 09:39:14"
"HazMat	 07:42:38	 07:46:42"
"Medical Incident	 23:15:08	 23:16:47"
"Medical Incident	 20:07:54	 20:09:04"
"Medical Incident	 19:17:51	 19:19:39"
"Structure Fire	 13:31:36	 13:31:40"
"Medical Incident	 11:13:17	 11:14:38"
"Traffic Collision	 16:14:20	 16:20:07"
"Alarms	 17:47:08	 17:49:56"
"Medical Incident	 22:55:37	 23:00:43"
"Medical Incident	 09:04:26	 09:07:02"
"Alarms	 19:13:57	 19:15:05"
"Medical Incident	 16:04:29	 16:06:42"
"Medical Incident	 12:43:07	 12:45:05"
"Medical Incident	 18:11:40	 18:14:04"
"Medical Incident	 16:54:58	 16:57:33"
"Medical Incident	 17:41:55	 17:42:28"
"Medical Incident	 11:22:45	 11:24:59"
"Traffic Collision	 18:38:13	 18:39:17"
"Medical Incident	 09:19:50	 09:22:33"
"Alarms	 17:08:31	 17:10:28"
"Other	 10:10:05	 10:10:50"
"Medical Incident	 18:49:49	 18:52:42"
"Medical Incident	 12:53:23	 12:54:19"
"Medical Incident	 09:47:04	 09:48:47"
"Medical Incident	 20:25:44	 20:55:44"
"Medical Incident	 22:55:23	 22:58:58"
"Medical Incident	 03:41:51	 03:42:01"
"Alarms	 21:14:28	 21:17:27"
"Medical Incident	 12:18:11	 12:19:51"
"Structure Fire	 20:19:16	 20:22:00"
"Medical Incident	 08:14:10	 08:15:30"
"Structure Fire	 19:15:11	 19:17:11"
"Medical Incident	 03:23:09	 03:24:17"
"Citizen Assist / Service Call	 22:53:56	 22:56:02"
"Medical Incident	 19:39:42	 19:41:36"
"Alarms	 15:13:54	 15:15:35"
"Medical Incident	 10:02:22	 10:02:49"
"Medical Incident	 20:19:41	 20:20:13"
"Medical Incident	 15:29:14	 15:32:50"
"Outside Fire	 13:41:36	 13:48:40"
"Structure Fire	 19:37:40	 19:39:00"
"Medical Incident	 19:34:09	 19:35:09"
"Electrical Hazard	 13:42:23	 13:44:52"
"Outside Fire	 03:53:10	 03:53:41"
"Medical Incident	 10:26:05	 10:27:34"
"Medical Incident	 22:34:31	 22:40:42"
"Medical Incident	 22:55:23	 22:55:35"
"Alarms	 09:00:51	 09:04:57"
"Medical Incident	 09:04:26	 09:07:02"
"Alarms	 14:17:10	 14:19:56"
"Medical Incident	 19:14:41	 19:18:26"
"Alarms	 12:28:10	 12:32:26"
"Medical Incident	 20:08:52	 20:10:21"
"Medical Incident	 14:22:14	 14:23:49"
"Alarms	 13:53:03	 13:54:46"
"Alarms	 16:52:44	 16:54:11"
"Medical Incident	 16:02:41	 16:12:19"
"Medical Incident	 11:00:58	 11:01:21"
"Traffic Collision	 11:57:45	 11:58:18"
"Medical Incident	 16:18:56	 16:21:36"
"Medical Incident	 06:55:22	 06:56:37"
"Medical Incident	 02:57:18	 02:58:14"
"Medical Incident	 22:12:36	 22:13:43"
"Structure Fire	 19:37:40	 19:39:00"
"Medical Incident	 06:03:44	 06:04:24"
"Structure Fire	 07:48:50	 07:49:31"
"Medical Incident	 13:17:46	 13:21:28"
"Medical Incident	 20:53:39	 20:58:18"
"Medical Incident	 20:15:53	 20:16:56"
"Medical Incident	 16:05:45	 16:08:34"
"Alarms	 11:10:59	 11:12:05"
"Structure Fire	 07:33:46	 07:35:21"
"Structure Fire	 07:30:37	 07:30:46"
"Medical Incident	 19:47:24	 19:50:20"
"Medical Incident	 22:18:24	 22:19:47"
"Water Rescue	 17:31:53	 17:36:59"
"Medical Incident	 13:46:44	 13:48:19"
"Medical Incident	 01:26:21	 01:28:59"
"Traffic Collision	 17:30:33	 17:31:41"
"Medical Incident	 13:35:55	 13:37:51"
"Alarms	 14:36:35	 14:37:38"
"Structure Fire	 20:19:16	 20:22:00"
"Medical Incident	 19:00:25	 19:03:44"
"Medical Incident	 06:10:36	 06:11:16"
"Medical Incident	 05:25:02	 05:25:44"
"Alarms	 10:04:06	 10:04:51"
"Structure Fire	 07:33:46	 07:35:21"
"Traffic Collision	 19:21:12	 19:21:35"
"Medical Incident	 22:13:07	 22:14:14"
"Vehicle Fire	 18:20:37	 18:22:12"
"Medical Incident	 20:38:26	 20:40:20"
"Medical Incident	 22:54:09	 22:54:46"
"Outside Fire	 10:26:00	 10:26:00"
"Medical Incident	 03:39:01	 03:39:14"
"Medical Incident	 13:19:11	 13:20:15"
"Medical Incident	 21:15:11	 21:16:03"
"Medical Incident	 01:38:35	 01:43:12"
"Medical Incident	 12:32:30	 12:33:18"
"Medical Incident	 13:35:55	 13:37:51"
"Medical Incident	 14:47:03	 14:48:15"
"Medical Incident	 05:38:50	 05:40:38"
"Structure Fire	 20:07:08	 20:07:15"
"Medical Incident	 15:41:42	 15:44:03"
"Traffic Collision	 17:30:33	 17:31:41"
"Alarms	 12:28:10	 12:32:26"
"Medical Incident	 22:55:23	 22:55:35"
"Alarms	 19:13:57	 19:15:05"
"Traffic Collision	 11:57:45	 11:58:18"
"Structure Fire	 07:48:50	 07:49:31"
"Medical Incident	 11:05:01	 11:07:33"
"Medical Incident	 09:17:08	 09:19:10"
"Medical Incident	 05:34:38	 05:35:05"
"Medical Incident	 22:55:23	 22:55:35"
"Citizen Assist / Service Call	 13:57:00	 14:03:53"
"Structure Fire	 07:48:50	 07:49:31"
"Medical Incident	 11:30:11	 11:32:05"
"Structure Fire	 15:52:18	 15:54:11"
"Medical Incident	 13:19:11	 13:20:15"
"Alarms	 14:10:13	 14:11:53"
"Medical Incident	 11:06:17	 11:07:09"
"Structure Fire	 07:33:46	 07:35:21"
"Outside Fire	 00:15:29	 00:19:16"
"Medical Incident	 20:01:41	 20:05:25"
"Medical Incident	 19:15:09	 19:15:55"
"Medical Incident	 05:49:09	 05:50:28"
"Fuel Spill	 19:18:13	 19:19:02"
"Medical Incident	 17:22:50	 17:23:57"
"Medical Incident	 22:03:43	 22:07:43"
"Medical Incident	 11:22:09	 11:25:41"
"Medical Incident	 22:34:31	 22:37:11"
"Medical Incident	 21:53:50	 21:57:48"
"Medical Incident	 12:48:16	 12:51:47"
"Water Rescue	 17:31:53	 17:36:59"
"Medical Incident	 11:28:40	 11:30:46"
"Medical Incident	 22:37:35	 22:39:39"
"Medical Incident	 13:20:25	 13:28:46"
"Medical Incident	 12:43:07	 12:45:05"
"Medical Incident	 21:17:03	 21:23:30"
"Medical Incident	 14:27:01	 14:29:05"
"Water Rescue	 17:31:53	 17:36:59"
"Medical Incident	 01:11:07	 01:15:16"
"Structure Fire	 07:48:50	 07:49:31"
"Medical Incident	 11:28:40	 11:30:46"
"Medical Incident	 10:18:26	 10:21:16"
"Structure Fire	 19:37:40	 19:39:00"
"Medical Incident	 16:10:35	 16:12:35"
"Medical Incident	 07:13:20	 07:15:11"
"Traffic Collision	 19:21:12	 19:21:35"
