,call_type,received_timestamp,disptach_timestamp,dispatch_time
5188,Alarms,0 days 11:03:14.000000000,0 days 11:04:32.000000000,0 days 00:01:18.000000000
5189,Structure Fire,0 days 02:04:53.000000000,0 days 02:05:20.000000000,0 days 00:00:27.000000000
5190,Medical Incident,0 days 12:50:13.000000000,0 days 12:53:37.000000000,0 days 00:03:24.000000000
5191,Medical Incident,0 days 19:47:18.000000000,0 days 19:52:08.000000000,0 days 00:04:50.000000000
5192,Medical Incident,0 days 18:12:08.000000000,0 days 18:16:43.000000000,0 days 00:04:35.000000000
5193,Medical Incident,0 days 06:36:35.000000000,0 days 06:42:09.000000000,0 days 00:05:34.000000000
5194,Medical Incident,0 days 23:59:37.000000000,0 days 00:00:25.000000000,-1 days +00:00:48.000000000
5195,Medical Incident,0 days 01:31:09.000000000,0 days 01:34:25.000000000,0 days 00:03:16.000000000
5196,Medical Incident,0 days 18:06:44.000000000,0 days 18:17:51.000000000,0 days 00:11:07.000000000
5197,Alarms,0 days 04:31:08.000000000,0 days 04:33:54.000000000,0 days 00:02:46.000000000
5198,Alarms,0 days 11:03:14.000000000,0 days 11:04:32.000000000,0 days 00:01:18.000000000
5199,Alarms,0 days 20:40:14.000000000,0 days 20:40:42.000000000,0 days 00:00:28.000000000
5200,Medical Incident,0 days 03:41:46.000000000,0 days 03:43:25.000000000,0 days 00:01:39.000000000
5201,Outside Fire,0 days 07:39:50.000000000,0 days 07:40:18.000000000,0 days 00:00:28.000000000
5202,Medical Incident,0 days 23:40:16.000000000,0 days 23:42:26.000000000,0 days 00:02:10.000000000
5203,Medical Incident,0 days 12:30:26.000000000,0 days 12:31:57.000000000,0 days 00:01:31.000000000
5204,Medical Incident,0 days 20:28:14.000000000,0 days 20:30:32.000000000,0 days 00:02:18.000000000
5205,Medical Incident,0 days 13:31:54.000000000,0 days 13:33:45.000000000,0 days 00:01:51.000000000
5206,Alarms,0 days 10:56:56.000000000,0 days 10:58:02.000000000,0 days 00:01:06.000000000
5207,Alarms,0 days 11:41:16.000000000,0 days 11:43:04.000000000,0 days 00:01:48.000000000
5208,Medical Incident,0 days 15:21:30.000000000,0 days 15:22:34.000000000,0 days 00:01:04.000000000
5209,Medical Incident,0 days 12:04:04.000000000,0 days 12:04:47.000000000,0 days 00:00:43.000000000
5210,Medical Incident,0 days 01:02:12.000000000,0 days 01:04:24.000000000,0 days 00:02:12.000000000
5211,Medical Incident,0 days 10:49:05.000000000,0 days 10:52:58.000000000,0 days 00:03:53.000000000
5212,Traffic Collision,0 days 18:03:56.000000000,0 days 18:08:22.000000000,0 days 00:04:26.000000000
5213,Medical Incident,0 days 19:27:51.000000000,0 days 19:30:28.000000000,0 days 00:02:37.000000000
5214,Medical Incident,0 days 15:08:24.000000000,0 days 15:10:13.000000000,0 days 00:01:49.000000000
5215,Medical Incident,0 days 09:51:55.000000000,0 days 09:57:37.000000000,0 days 00:05:42.000000000
5216,Medical Incident,0 days 16:01:57.000000000,0 days 16:02:11.000000000,0 days 00:00:14.000000000
5217,Medical Incident,0 days 08:08:18.000000000,0 days 08:08:18.000000000,0 days 00:00:00.000000000
5218,Medical Incident,0 days 09:05:26.000000000,0 days 09:06:48.000000000,0 days 00:01:22.000000000
5219,Medical Incident,0 days 16:13:49.000000000,0 days 16:15:35.000000000,0 days 00:01:46.000000000
5220,Medical Incident,0 days 05:17:37.000000000,0 days 05:21:41.000000000,0 days 00:04:04.000000000
5221,Medical Incident,0 days 18:25:21.000000000,0 days 18:26:53.000000000,0 days 00:01:32.000000000
5222,Structure Fire,0 days 16:25:42.000000000,0 days 16:27:06.000000000,0 days 00:01:24.000000000
5223,Citizen Assist / Service Call,0 days 11:42:12.000000000,0 days 11:44:28.000000000,0 days 00:02:16.000000000
5224,Medical Incident,0 days 14:26:40.000000000,0 days 14:28:24.000000000,0 days 00:01:44.000000000
5225,Medical Incident,0 days 09:07:49.000000000,0 days 09:08:59.000000000,0 days 00:01:10.000000000
5226,Medical Incident,0 days 06:38:21.000000000,0 days 06:38:35.000000000,0 days 00:00:14.000000000
5227,Traffic Collision,0 days 19:23:18.000000000,0 days 19:28:52.000000000,0 days 00:05:34.000000000
5228,Medical Incident,0 days 10:45:52.000000000,0 days 10:49:09.000000000,0 days 00:03:17.000000000
5229,Medical Incident,0 days 17:52:43.000000000,0 days 17:53:11.000000000,0 days 00:00:28.000000000
5230,Medical Incident,0 days 16:41:58.000000000,0 days 16:42:45.000000000,0 days 00:00:47.000000000
5231,Structure Fire,0 days 07:14:16.000000000,0 days 07:15:03.000000000,0 days 00:00:47.000000000
5232,Medical Incident,0 days 12:30:04.000000000,0 days 12:34:25.000000000,0 days 00:04:21.000000000
5233,Medical Incident,0 days 23:37:00.000000000,0 days 23:37:12.000000000,0 days 00:00:12.000000000
5234,Alarms,0 days 09:00:34.000000000,0 days 09:03:08.000000000,0 days 00:02:34.000000000
5235,Alarms,0 days 10:56:56.000000000,0 days 10:58:02.000000000,0 days 00:01:06.000000000
5236,Structure Fire,0 days 19:07:50.000000000,0 days 19:07:56.000000000,0 days 00:00:06.000000000
5237,Medical Incident,0 days 08:58:00.000000000,0 days 08:59:21.000000000,0 days 00:01:21.000000000
5238,Medical Incident,0 days 07:31:58.000000000,0 days 07:33:49.000000000,0 days 00:01:51.000000000
5239,Medical Incident,0 days 20:43:13.000000000,0 days 20:46:39.000000000,0 days 00:03:26.000000000
5240,Medical Incident,0 days 18:41:57.000000000,0 days 18:44:46.000000000,0 days 00:02:49.000000000
5241,Medical Incident,0 days 09:27:41.000000000,0 days 09:29:52.000000000,0 days 00:02:11.000000000
5242,Alarms,0 days 17:20:25.000000000,0 days 17:24:15.000000000,0 days 00:03:50.000000000
5243,Medical Incident,0 days 18:41:57.000000000,0 days 18:44:46.000000000,0 days 00:02:49.000000000
5244,Traffic Collision,0 days 18:03:56.000000000,0 days 18:08:22.000000000,0 days 00:04:26.000000000
5245,Citizen Assist / Service Call,0 days 18:47:58.000000000,0 days 18:50:46.000000000,0 days 00:02:48.000000000
5246,Medical Incident,0 days 17:26:55.000000000,0 days 17:29:33.000000000,0 days 00:02:38.000000000
5247,Medical Incident,0 days 20:54:30.000000000,0 days 20:58:28.000000000,0 days 00:03:58.000000000
5248,Medical Incident,0 days 18:02:34.000000000,0 days 18:04:51.000000000,0 days 00:02:17.000000000
5249,Structure Fire,0 days 19:53:01.000000000,0 days 19:55:15.000000000,0 days 00:02:14.000000000
5250,Medical Incident,0 days 23:40:16.000000000,0 days 23:42:26.000000000,0 days 00:02:10.000000000
5251,Medical Incident,0 days 15:44:45.000000000,0 days 15:47:40.000000000,0 days 00:02:55.000000000
5252,Traffic Collision,0 days 05:55:46.000000000,0 days 06:09:16.000000000,0 days 00:13:30.000000000
5253,Medical Incident,0 days 18:02:34.000000000,0 days 18:04:51.000000000,0 days 00:02:17.000000000
5254,Medical Incident,0 days 16:02:34.000000000,0 days 16:03:34.000000000,0 days 00:01:00.000000000
5255,Medical Incident,0 days 23:53:52.000000000,0 days 23:56:32.000000000,0 days 00:02:40.000000000
5256,Medical Incident,0 days 08:20:11.000000000,0 days 08:25:16.000000000,0 days 00:05:05.000000000
5257,Medical Incident,0 days 01:28:14.000000000,0 days 01:29:11.000000000,0 days 00:00:57.000000000
5258,Medical Incident,0 days 12:22:37.000000000,0 days 12:24:37.000000000,0 days 00:02:00.000000000
5259,Medical Incident,0 days 20:07:37.000000000,0 days 20:08:38.000000000,0 days 00:01:01.000000000
5260,Medical Incident,0 days 17:26:40.000000000,0 days 17:27:54.000000000,0 days 00:01:14.000000000
5261,Medical Incident,0 days 00:29:46.000000000,0 days 00:32:29.000000000,0 days 00:02:43.000000000
5262,Medical Incident,0 days 17:54:42.000000000,0 days 17:55:33.000000000,0 days 00:00:51.000000000
5263,Medical Incident,0 days 18:59:23.000000000,0 days 19:03:55.000000000,0 days 00:04:32.000000000
5264,Medical Incident,0 days 16:22:10.000000000,0 days 16:23:10.000000000,0 days 00:01:00.000000000
5265,Medical Incident,0 days 17:37:06.000000000,0 days 17:41:11.000000000,0 days 00:04:05.000000000
5266,Medical Incident,0 days 11:07:22.000000000,0 days 11:10:58.000000000,0 days 00:03:36.000000000
5267,Medical Incident,0 days 09:48:30.000000000,0 days 09:51:12.000000000,0 days 00:02:42.000000000
5268,Medical Incident,0 days 08:31:22.000000000,0 days 08:33:03.000000000,0 days 00:01:41.000000000
5269,Medical Incident,0 days 21:30:05.000000000,0 days 21:30:26.000000000,0 days 00:00:21.000000000
5270,Medical Incident,0 days 10:57:01.000000000,0 days 11:00:09.000000000,0 days 00:03:08.000000000
5271,Medical Incident,0 days 16:38:28.000000000,0 days 16:41:31.000000000,0 days 00:03:03.000000000
5272,Medical Incident,0 days 09:40:43.000000000,0 days 09:42:04.000000000,0 days 00:01:21.000000000
5273,Odor (Strange / Unknown),0 days 21:11:40.000000000,0 days 21:15:17.000000000,0 days 00:03:37.000000000
5274,Medical Incident,0 days 17:02:12.000000000,0 days 17:04:14.000000000,0 days 00:02:02.000000000
5275,Medical Incident,0 days 09:15:01.000000000,0 days 09:18:43.000000000,0 days 00:03:42.000000000
5276,Outside Fire,0 days 07:39:50.000000000,0 days 07:40:18.000000000,0 days 00:00:28.000000000
5277,Medical Incident,0 days 13:26:02.000000000,0 days 13:30:34.000000000,0 days 00:04:32.000000000
5278,Structure Fire,0 days 16:25:42.000000000,0 days 16:27:06.000000000,0 days 00:01:24.000000000
5279,Medical Incident,0 days 08:50:58.000000000,0 days 08:52:56.000000000,0 days 00:01:58.000000000
5280,Traffic Collision,0 days 16:59:12.000000000,0 days 17:00:30.000000000,0 days 00:01:18.000000000
5281,Medical Incident,0 days 21:23:26.000000000,0 days 21:27:40.000000000,0 days 00:04:14.000000000
5282,Medical Incident,0 days 08:20:11.000000000,0 days 08:25:16.000000000,0 days 00:05:05.000000000
5283,Medical Incident,0 days 16:03:43.000000000,0 days 16:06:02.000000000,0 days 00:02:19.000000000
5284,Alarms,0 days 12:58:08.000000000,0 days 13:01:49.000000000,0 days 00:03:41.000000000
5285,Citizen Assist / Service Call,0 days 16:37:49.000000000,0 days 16:39:01.000000000,0 days 00:01:12.000000000
5286,Outside Fire,0 days 07:39:50.000000000,0 days 07:40:18.000000000,0 days 00:00:28.000000000
5287,Medical Incident,0 days 10:52:45.000000000,0 days 10:55:49.000000000,0 days 00:03:04.000000000
5288,Medical Incident,0 days 08:44:11.000000000,0 days 08:48:06.000000000,0 days 00:03:55.000000000
5289,Alarms,0 days 15:05:29.000000000,0 days 15:08:05.000000000,0 days 00:02:36.000000000
5290,Medical Incident,0 days 07:17:58.000000000,0 days 07:21:22.000000000,0 days 00:03:24.000000000
5291,Medical Incident,0 days 07:49:06.000000000,0 days 07:49:22.000000000,0 days 00:00:16.000000000
5292,Medical Incident,0 days 19:08:10.000000000,0 days 19:09:52.000000000,0 days 00:01:42.000000000
5293,Medical Incident,0 days 03:36:37.000000000,0 days 03:37:21.000000000,0 days 00:00:44.000000000
5294,Medical Incident,0 days 16:28:14.000000000,0 days 16:29:07.000000000,0 days 00:00:53.000000000
5295,Medical Incident,0 days 20:07:42.000000000,0 days 20:11:42.000000000,0 days 00:04:00.000000000
5296,Medical Incident,0 days 14:56:30.000000000,0 days 15:02:45.000000000,0 days 00:06:15.000000000
5297,Medical Incident,0 days 13:45:08.000000000,0 days 13:46:49.000000000,0 days 00:01:41.000000000
5298,Alarms,0 days 12:53:23.000000000,0 days 12:54:50.000000000,0 days 00:01:27.000000000
5299,Medical Incident,0 days 07:32:51.000000000,0 days 07:32:51.000000000,0 days 00:00:00.000000000
5300,Medical Incident,0 days 13:21:19.000000000,0 days 13:22:00.000000000,0 days 00:00:41.000000000
5301,Medical Incident,0 days 16:07:19.000000000,0 days 16:09:58.000000000,0 days 00:02:39.000000000
5302,Odor (Strange / Unknown),0 days 23:01:58.000000000,0 days 23:05:46.000000000,0 days 00:03:48.000000000
5303,Alarms,0 days 04:31:08.000000000,0 days 04:33:54.000000000,0 days 00:02:46.000000000
5304,Medical Incident,0 days 08:31:22.000000000,0 days 08:35:23.000000000,0 days 00:04:01.000000000
5305,Medical Incident,0 days 18:45:41.000000000,0 days 18:55:24.000000000,0 days 00:09:43.000000000
5306,Alarms,0 days 18:22:26.000000000,0 days 18:24:05.000000000,0 days 00:01:39.000000000
5307,Medical Incident,0 days 01:31:09.000000000,0 days 01:33:48.000000000,0 days 00:02:39.000000000
5308,Medical Incident,0 days 21:34:10.000000000,0 days 21:35:22.000000000,0 days 00:01:12.000000000
5309,Alarms,0 days 11:08:36.000000000,0 days 11:10:07.000000000,0 days 00:01:31.000000000
5310,Medical Incident,0 days 20:29:05.000000000,0 days 20:31:34.000000000,0 days 00:02:29.000000000
5311,Alarms,0 days 12:53:23.000000000,0 days 12:54:50.000000000,0 days 00:01:27.000000000
5312,Alarms,0 days 09:00:34.000000000,0 days 09:03:08.000000000,0 days 00:02:34.000000000
5313,Medical Incident,0 days 07:04:28.000000000,0 days 07:08:42.000000000,0 days 00:04:14.000000000
5314,Traffic Collision,0 days 09:33:15.000000000,0 days 09:35:42.000000000,0 days 00:02:27.000000000
5315,Traffic Collision,0 days 08:15:58.000000000,0 days 08:17:57.000000000,0 days 00:01:59.000000000
5316,Medical Incident,0 days 18:26:46.000000000,0 days 18:32:10.000000000,0 days 00:05:24.000000000
5317,Alarms,0 days 12:10:55.000000000,0 days 12:12:19.000000000,0 days 00:01:24.000000000
5318,Structure Fire,0 days 19:53:01.000000000,0 days 19:55:15.000000000,0 days 00:02:14.000000000
5319,Medical Incident,0 days 07:20:10.000000000,0 days 07:21:02.000000000,0 days 00:00:52.000000000
5320,Medical Incident,0 days 14:05:41.000000000,0 days 14:07:35.000000000,0 days 00:01:54.000000000
5321,Medical Incident,0 days 14:28:09.000000000,0 days 14:33:22.000000000,0 days 00:05:13.000000000
5322,Alarms,0 days 15:15:07.000000000,0 days 15:16:49.000000000,0 days 00:01:42.000000000
5323,Medical Incident,0 days 09:18:45.000000000,0 days 09:21:19.000000000,0 days 00:02:34.000000000
5324,Alarms,0 days 16:15:52.000000000,0 days 16:18:55.000000000,0 days 00:03:03.000000000
5325,Medical Incident,0 days 15:24:24.000000000,0 days 15:26:29.000000000,0 days 00:02:05.000000000
5326,Medical Incident,0 days 09:39:58.000000000,0 days 09:41:22.000000000,0 days 00:01:24.000000000
5327,Structure Fire,0 days 16:25:42.000000000,0 days 16:27:06.000000000,0 days 00:01:24.000000000
5328,Medical Incident,0 days 10:17:54.000000000,0 days 10:27:18.000000000,0 days 00:09:24.000000000
5329,Medical Incident,0 days 11:54:21.000000000,0 days 12:02:22.000000000,0 days 00:08:01.000000000
5330,Traffic Collision,0 days 09:33:15.000000000,0 days 09:35:42.000000000,0 days 00:02:27.000000000
5331,Medical Incident,0 days 21:44:04.000000000,0 days 21:48:24.000000000,0 days 00:04:20.000000000
5332,Structure Fire,0 days 19:53:01.000000000,0 days 19:55:15.000000000,0 days 00:02:14.000000000
5333,Alarms,0 days 14:37:45.000000000,0 days 14:38:35.000000000,0 days 00:00:50.000000000
5334,Medical Incident,0 days 09:41:25.000000000,0 days 09:59:52.000000000,0 days 00:18:27.000000000
5335,Medical Incident,0 days 18:37:35.000000000,0 days 18:40:09.000000000,0 days 00:02:34.000000000
5336,Medical Incident,0 days 18:56:34.000000000,0 days 18:58:21.000000000,0 days 00:01:47.000000000
5337,Citizen Assist / Service Call,0 days 11:10:13.000000000,0 days 11:12:38.000000000,0 days 00:02:25.000000000
5338,Medical Incident,0 days 01:04:04.000000000,0 days 01:07:04.000000000,0 days 00:03:00.000000000
5339,Medical Incident,0 days 14:01:08.000000000,0 days 14:04:46.000000000,0 days 00:03:38.000000000
5340,Alarms,0 days 13:33:58.000000000,0 days 13:35:21.000000000,0 days 00:01:23.000000000
5341,Alarms,0 days 12:10:55.000000000,0 days 12:12:19.000000000,0 days 00:01:24.000000000
5342,Medical Incident,0 days 09:51:55.000000000,0 days 09:59:06.000000000,0 days 00:07:11.000000000
5343,Outside Fire,0 days 07:39:50.000000000,0 days 07:42:00.000000000,0 days 00:02:10.000000000
5344,Medical Incident,0 days 11:59:27.000000000,0 days 11:59:55.000000000,0 days 00:00:28.000000000
5345,Structure Fire,0 days 12:38:34.000000000,0 days 12:39:05.000000000,0 days 00:00:31.000000000
5346,Medical Incident,0 days 14:26:43.000000000,0 days 14:31:04.000000000,0 days 00:04:21.000000000
5347,Medical Incident,0 days 14:12:45.000000000,0 days 14:15:17.000000000,0 days 00:02:32.000000000
5348,Medical Incident,0 days 09:18:45.000000000,0 days 09:21:19.000000000,0 days 00:02:34.000000000
5349,Medical Incident,0 days 14:40:31.000000000,0 days 14:40:58.000000000,0 days 00:00:27.000000000
5350,Medical Incident,0 days 03:05:10.000000000,0 days 03:05:42.000000000,0 days 00:00:32.000000000
5351,Medical Incident,0 days 13:01:27.000000000,0 days 13:03:57.000000000,0 days 00:02:30.000000000
5352,Medical Incident,0 days 02:23:02.000000000,0 days 02:32:47.000000000,0 days 00:09:45.000000000
5353,Medical Incident,0 days 21:57:23.000000000,0 days 21:58:49.000000000,0 days 00:01:26.000000000
5354,Medical Incident,0 days 12:56:19.000000000,0 days 12:59:20.000000000,0 days 00:03:01.000000000
5355,Medical Incident,0 days 11:48:43.000000000,0 days 11:50:24.000000000,0 days 00:01:41.000000000
5356,Alarms,0 days 10:56:56.000000000,0 days 10:58:02.000000000,0 days 00:01:06.000000000
5357,Medical Incident,0 days 00:16:56.000000000,0 days 00:17:55.000000000,0 days 00:00:59.000000000
5358,Alarms,0 days 11:44:44.000000000,0 days 11:46:05.000000000,0 days 00:01:21.000000000
5359,Medical Incident,0 days 21:57:23.000000000,0 days 21:59:53.000000000,0 days 00:02:30.000000000
5360,Medical Incident,0 days 20:30:18.000000000,0 days 20:32:38.000000000,0 days 00:02:20.000000000
5361,Structure Fire,0 days 03:50:05.000000000,0 days 03:50:10.000000000,0 days 00:00:05.000000000
5362,Medical Incident,0 days 17:54:38.000000000,0 days 17:54:57.000000000,0 days 00:00:19.000000000
5363,Medical Incident,0 days 09:54:30.000000000,0 days 09:56:57.000000000,0 days 00:02:27.000000000
5364,Medical Incident,0 days 03:01:29.000000000,0 days 03:02:56.000000000,0 days 00:01:27.000000000
5365,Medical Incident,0 days 21:23:26.000000000,0 days 21:27:40.000000000,0 days 00:04:14.000000000
5366,Structure Fire,0 days 12:38:34.000000000,0 days 12:39:05.000000000,0 days 00:00:31.000000000
5367,Medical Incident,0 days 16:42:11.000000000,0 days 16:43:36.000000000,0 days 00:01:25.000000000
5368,Medical Incident,0 days 17:42:51.000000000,0 days 17:48:27.000000000,0 days 00:05:36.000000000
5369,Medical Incident,0 days 18:12:08.000000000,0 days 18:16:07.000000000,0 days 00:03:59.000000000
5370,Medical Incident,0 days 19:08:10.000000000,0 days 19:09:52.000000000,0 days 00:01:42.000000000
5371,Medical Incident,0 days 00:25:32.000000000,0 days 00:27:48.000000000,0 days 00:02:16.000000000
5372,Medical Incident,0 days 07:04:28.000000000,0 days 07:31:38.000000000,0 days 00:27:10.000000000
5373,Medical Incident,0 days 09:45:37.000000000,0 days 09:46:37.000000000,0 days 00:01:00.000000000
5374,Structure Fire,0 days 19:53:01.000000000,0 days 19:55:15.000000000,0 days 00:02:14.000000000
5375,Medical Incident,0 days 04:30:52.000000000,0 days 04:33:29.000000000,0 days 00:02:37.000000000
5376,Medical Incident,0 days 08:03:23.000000000,0 days 08:05:22.000000000,0 days 00:01:59.000000000
5377,Medical Incident,0 days 09:41:25.000000000,0 days 10:43:27.000000000,0 days 01:02:02.000000000
5378,Medical Incident,0 days 17:10:57.000000000,0 days 17:12:18.000000000,0 days 00:01:21.000000000
5379,Alarms,0 days 03:43:48.000000000,0 days 03:46:23.000000000,0 days 00:02:35.000000000
5380,Traffic Collision,0 days 05:55:46.000000000,0 days 05:56:06.000000000,0 days 00:00:20.000000000
5381,Medical Incident,0 days 14:18:30.000000000,0 days 14:19:41.000000000,0 days 00:01:11.000000000
5382,Citizen Assist / Service Call,0 days 23:08:22.000000000,0 days 23:12:53.000000000,0 days 00:04:31.000000000
5383,Alarms,0 days 04:00:06.000000000,0 days 04:03:27.000000000,0 days 00:03:21.000000000
5384,Medical Incident,0 days 03:41:05.000000000,0 days 03:42:23.000000000,0 days 00:01:18.000000000
5385,Medical Incident,0 days 14:05:41.000000000,0 days 14:07:35.000000000,0 days 00:01:54.000000000
5386,Traffic Collision,0 days 18:28:15.000000000,0 days 18:28:38.000000000,0 days 00:00:23.000000000
5387,Medical Incident,0 days 16:47:29.000000000,0 days 16:49:20.000000000,0 days 00:01:51.000000000
5388,Medical Incident,0 days 07:31:58.000000000,0 days 07:35:23.000000000,0 days 00:03:25.000000000
5389,Medical Incident,0 days 09:48:30.000000000,0 days 09:56:04.000000000,0 days 00:07:34.000000000
5390,Medical Incident,0 days 12:58:04.000000000,0 days 12:59:52.000000000,0 days 00:01:48.000000000
5391,Medical Incident,0 days 08:44:11.000000000,0 days 08:47:02.000000000,0 days 00:02:51.000000000
5392,Medical Incident,0 days 14:17:19.000000000,0 days 14:21:28.000000000,0 days 00:04:09.000000000
5393,Medical Incident,0 days 09:51:55.000000000,0 days 09:57:37.000000000,0 days 00:05:42.000000000
5394,Vehicle Fire,0 days 17:34:24.000000000,0 days 17:37:04.000000000,0 days 00:02:40.000000000
5395,Alarms,0 days 15:48:32.000000000,0 days 15:50:13.000000000,0 days 00:01:41.000000000
5396,Medical Incident,0 days 08:36:17.000000000,0 days 08:37:04.000000000,0 days 00:00:47.000000000
5397,Medical Incident,0 days 08:31:22.000000000,0 days 08:35:23.000000000,0 days 00:04:01.000000000
5398,Medical Incident,0 days 09:46:40.000000000,0 days 09:48:46.000000000,0 days 00:02:06.000000000
5399,Other,0 days 13:28:57.000000000,0 days 13:28:57.000000000,0 days 00:00:00.000000000
5400,Medical Incident,0 days 09:39:58.000000000,0 days 09:40:16.000000000,0 days 00:00:18.000000000
5401,Medical Incident,0 days 10:08:47.000000000,0 days 10:12:38.000000000,0 days 00:03:51.000000000
5402,Medical Incident,0 days 17:52:43.000000000,0 days 17:53:11.000000000,0 days 00:00:28.000000000
5403,Medical Incident,0 days 08:18:56.000000000,0 days 08:19:35.000000000,0 days 00:00:39.000000000
5404,Medical Incident,0 days 09:05:26.000000000,0 days 09:06:48.000000000,0 days 00:01:22.000000000
5405,Traffic Collision,0 days 15:26:51.000000000,0 days 15:28:12.000000000,0 days 00:01:21.000000000
5406,Medical Incident,0 days 14:54:07.000000000,0 days 14:55:53.000000000,0 days 00:01:46.000000000
5407,Medical Incident,0 days 10:23:06.000000000,0 days 10:26:02.000000000,0 days 00:02:56.000000000
5408,Alarms,0 days 13:44:32.000000000,0 days 13:46:06.000000000,0 days 00:01:34.000000000
5409,Medical Incident,0 days 14:26:43.000000000,0 days 14:31:04.000000000,0 days 00:04:21.000000000
5410,Medical Incident,0 days 00:59:27.000000000,0 days 00:59:59.000000000,0 days 00:00:32.000000000
5411,Medical Incident,0 days 02:27:50.000000000,0 days 02:28:11.000000000,0 days 00:00:21.000000000
5412,Medical Incident,0 days 18:46:24.000000000,0 days 18:46:37.000000000,0 days 00:00:13.000000000
5413,Alarms,0 days 14:37:45.000000000,0 days 14:38:35.000000000,0 days 00:00:50.000000000
5414,Medical Incident,0 days 16:07:19.000000000,0 days 16:09:58.000000000,0 days 00:02:39.000000000
5415,Medical Incident,0 days 14:02:25.000000000,0 days 14:04:04.000000000,0 days 00:01:39.000000000
5416,Medical Incident,0 days 16:22:10.000000000,0 days 16:23:10.000000000,0 days 00:01:00.000000000
5417,Medical Incident,0 days 14:48:00.000000000,0 days 14:49:47.000000000,0 days 00:01:47.000000000
5418,Medical Incident,0 days 14:54:07.000000000,0 days 14:55:53.000000000,0 days 00:01:46.000000000
5419,Other,0 days 03:57:44.000000000,0 days 04:00:40.000000000,0 days 00:02:56.000000000
5420,Structure Fire,0 days 16:25:42.000000000,0 days 16:27:06.000000000,0 days 00:01:24.000000000
5421,Traffic Collision,0 days 12:36:06.000000000,0 days 12:37:03.000000000,0 days 00:00:57.000000000
5422,Vehicle Fire,0 days 00:25:17.000000000,0 days 00:28:54.000000000,0 days 00:03:37.000000000
5423,Vehicle Fire,0 days 00:25:17.000000000,0 days 00:28:54.000000000,0 days 00:03:37.000000000
5424,Medical Incident,0 days 06:16:28.000000000,0 days 06:21:23.000000000,0 days 00:04:55.000000000
5425,Medical Incident,0 days 20:06:31.000000000,0 days 20:09:31.000000000,0 days 00:03:00.000000000
5426,Structure Fire,0 days 10:30:12.000000000,0 days 10:30:31.000000000,0 days 00:00:19.000000000
5427,Alarms,0 days 11:44:44.000000000,0 days 11:46:05.000000000,0 days 00:01:21.000000000
5428,Medical Incident,0 days 16:13:49.000000000,0 days 16:15:35.000000000,0 days 00:01:46.000000000
5429,Medical Incident,0 days 12:02:16.000000000,0 days 12:05:59.000000000,0 days 00:03:43.000000000
5430,Medical Incident,0 days 12:30:26.000000000,0 days 12:31:57.000000000,0 days 00:01:31.000000000
5431,Medical Incident,0 days 15:24:24.000000000,0 days 15:37:00.000000000,0 days 00:12:36.000000000
5432,Medical Incident,0 days 01:13:09.000000000,0 days 01:14:04.000000000,0 days 00:00:55.000000000
5433,Alarms,0 days 15:48:32.000000000,0 days 15:50:13.000000000,0 days 00:01:41.000000000
5434,Traffic Collision,0 days 18:03:56.000000000,0 days 18:08:22.000000000,0 days 00:04:26.000000000
5435,Medical Incident,0 days 02:05:29.000000000,0 days 02:06:23.000000000,0 days 00:00:54.000000000
5436,Outside Fire,0 days 17:41:45.000000000,0 days 17:41:50.000000000,0 days 00:00:05.000000000
5437,Medical Incident,0 days 01:43:10.000000000,0 days 01:44:23.000000000,0 days 00:01:13.000000000
5438,Medical Incident,0 days 03:24:30.000000000,0 days 03:27:58.000000000,0 days 00:03:28.000000000
5439,Medical Incident,0 days 09:14:11.000000000,0 days 09:16:41.000000000,0 days 00:02:30.000000000
5440,Medical Incident,0 days 08:51:31.000000000,0 days 08:55:33.000000000,0 days 00:04:02.000000000
5441,Medical Incident,0 days 14:26:43.000000000,0 days 14:31:04.000000000,0 days 00:04:21.000000000
5442,Medical Incident,0 days 16:28:14.000000000,0 days 16:29:07.000000000,0 days 00:00:53.000000000
5443,Medical Incident,0 days 09:25:37.000000000,0 days 09:27:39.000000000,0 days 00:02:02.000000000
5444,Structure Fire,0 days 19:53:01.000000000,0 days 19:55:15.000000000,0 days 00:02:14.000000000
5445,Medical Incident,0 days 12:56:19.000000000,0 days 12:58:23.000000000,0 days 00:02:04.000000000
5446,Alarms,0 days 11:57:35.000000000,0 days 12:00:18.000000000,0 days 00:02:43.000000000
5447,Medical Incident,0 days 09:41:25.000000000,0 days 10:01:02.000000000,0 days 00:19:37.000000000
5448,Medical Incident,0 days 17:21:42.000000000,0 days 17:23:19.000000000,0 days 00:01:37.000000000
5449,Medical Incident,0 days 00:54:35.000000000,0 days 00:55:09.000000000,0 days 00:00:34.000000000
5450,Medical Incident,0 days 16:46:31.000000000,0 days 18:59:19.000000000,0 days 02:12:48.000000000
5451,Medical Incident,0 days 02:07:51.000000000,0 days 02:10:24.000000000,0 days 00:02:33.000000000
5452,Medical Incident,0 days 22:58:45.000000000,0 days 22:59:08.000000000,0 days 00:00:23.000000000
5453,Medical Incident,0 days 22:06:45.000000000,0 days 22:08:43.000000000,0 days 00:01:58.000000000
5454,Medical Incident,0 days 13:10:48.000000000,0 days 13:12:00.000000000,0 days 00:01:12.000000000
5455,Medical Incident,0 days 18:05:43.000000000,0 days 18:07:21.000000000,0 days 00:01:38.000000000
