,call_type,received_timestamp
5137,Medical Incident,1/18/2018
5138,Medical Incident,1/18/2018
5139,Medical Incident,1/18/2018
5140,Alarms,1/18/2018
5141,Medical Incident,1/18/2018
5142,Medical Incident,1/18/2018
5143,Medical Incident,1/18/2018
5144,Medical Incident,1/18/2018
5145,Medical Incident,1/18/2018
5146,Medical Incident,1/18/2018
5147,Medical Incident,1/18/2018
5148,Medical Incident,1/18/2018
5149,Medical Incident,1/18/2018
5150,Traffic Collision,1/18/2018
5151,Medical Incident,1/18/2018
5152,Medical Incident,1/18/2018
5153,Alarms,1/18/2018
5154,Medical Incident,1/18/2018
5155,Medical Incident,1/18/2018
5156,Medical Incident,1/18/2018
5157,Medical Incident,1/18/2018
5158,Medical Incident,1/18/2018
5159,Alarms,1/18/2018
5160,Medical Incident,1/18/2018
5161,Medical Incident,1/18/2018
5162,Medical Incident,1/18/2018
5163,Alarms,1/18/2018
5164,Outside Fire,1/18/2018
5165,Medical Incident,1/18/2018
5166,Medical Incident,1/18/2018
5167,Alarms,1/18/2018
5168,Medical Incident,1/18/2018
5169,Medical Incident,1/18/2018
5170,Medical Incident,1/18/2018
5171,Medical Incident,1/18/2018
5172,Medical Incident,1/18/2018
5173,Structure Fire,1/18/2018
5174,Medical Incident,1/18/2018
5175,Medical Incident,1/18/2018
5176,Medical Incident,1/18/2018
5177,Structure Fire,1/18/2018
5178,Medical Incident,1/18/2018
5179,Medical Incident,1/18/2018
5180,Medical Incident,1/18/2018
5181,Medical Incident,1/18/2018
5182,Traffic Collision,1/18/2018
5183,Medical Incident,1/18/2018
5184,Medical Incident,1/18/2018
5185,Medical Incident,1/18/2018
5186,Traffic Collision,1/18/2018
5187,Medical Incident,1/18/2018
5188,Medical Incident,1/18/2018
5189,Alarms,1/18/2018
5190,Structure Fire,1/18/2018
5191,Medical Incident,1/18/2018
5192,Medical Incident,1/18/2018
5193,Medical Incident,1/18/2018
5194,Medical Incident,1/18/2018
5195,Medical Incident,1/18/2018
5196,Medical Incident,1/18/2018
5197,Medical Incident,1/18/2018
5198,Alarms,1/18/2018
5199,Alarms,1/18/2018
5200,Alarms,1/18/2018
5201,Medical Incident,1/18/2018
5202,Outside Fire,1/18/2018
5203,Medical Incident,1/18/2018
5204,Medical Incident,1/18/2018
5205,Medical Incident,1/18/2018
5206,Medical Incident,1/18/2018
5207,Alarms,1/18/2018
5208,Alarms,1/18/2018
5209,Medical Incident,1/18/2018
5210,Medical Incident,1/18/2018
5211,Medical Incident,1/18/2018
5212,Medical Incident,1/18/2018
5213,Traffic Collision,1/18/2018
5214,Medical Incident,1/18/2018
5215,Medical Incident,1/18/2018
5216,Medical Incident,1/18/2018
5217,Medical Incident,1/18/2018
5218,Medical Incident,1/18/2018
5219,Medical Incident,1/18/2018
5220,Medical Incident,1/18/2018
5221,Medical Incident,1/18/2018
5222,Medical Incident,1/18/2018
5223,Structure Fire,1/18/2018
5224,Citizen Assist / Service Call,1/18/2018
5225,Medical Incident,1/18/2018
5226,Medical Incident,1/18/2018
5227,Medical Incident,1/18/2018
5228,Traffic Collision,1/18/2018
5229,Medical Incident,1/18/2018
5230,Medical Incident,1/18/2018
5231,Medical Incident,1/18/2018
5232,Structure Fire,1/18/2018
5233,Medical Incident,1/18/2018
5234,Medical Incident,1/18/2018
5235,Alarms,1/18/2018
5236,Alarms,1/18/2018
5237,Structure Fire,1/18/2018
5238,Medical Incident,1/18/2018
5239,Medical Incident,1/18/2018
5240,Medical Incident,1/18/2018
5241,Medical Incident,1/18/2018
5242,Medical Incident,1/18/2018
5243,Alarms,1/18/2018
5244,Medical Incident,1/18/2018
5245,Traffic Collision,1/18/2018
5246,Citizen Assist / Service Call,1/18/2018
5247,Medical Incident,1/18/2018
5248,Medical Incident,1/18/2018
5249,Medical Incident,1/18/2018
5250,Structure Fire,1/18/2018
5251,Medical Incident,1/18/2018
5252,Medical Incident,1/18/2018
5253,Traffic Collision,1/18/2018
5254,Medical Incident,1/18/2018
5255,Medical Incident,1/18/2018
5256,Medical Incident,1/18/2018
5257,Medical Incident,1/18/2018
5258,Medical Incident,1/18/2018
5259,Medical Incident,1/18/2018
5260,Medical Incident,1/18/2018
5261,Medical Incident,1/18/2018
5262,Medical Incident,1/18/2018
5263,Medical Incident,1/18/2018
5264,Medical Incident,1/18/2018
5265,Medical Incident,1/18/2018
5266,Medical Incident,1/18/2018
5267,Medical Incident,1/18/2018
5268,Medical Incident,1/18/2018
5269,Medical Incident,1/18/2018
5270,Medical Incident,1/18/2018
5271,Medical Incident,1/18/2018
5272,Medical Incident,1/18/2018
5273,Medical Incident,1/18/2018
5274,Odor (Strange / Unknown),1/18/2018
5275,Medical Incident,1/18/2018
5276,Medical Incident,1/18/2018
5277,Outside Fire,1/18/2018
5278,Medical Incident,1/18/2018
5279,Structure Fire,1/18/2018
5280,Medical Incident,1/18/2018
5281,Traffic Collision,1/18/2018
5282,Medical Incident,1/18/2018
5283,Medical Incident,1/18/2018
5284,Medical Incident,1/18/2018
5285,Alarms,1/18/2018
5286,Citizen Assist / Service Call,1/18/2018
5287,Outside Fire,1/18/2018
5288,Medical Incident,1/18/2018
5289,Medical Incident,1/18/2018
5290,Alarms,1/18/2018
5291,Medical Incident,1/18/2018
5292,Medical Incident,1/18/2018
5293,Medical Incident,1/18/2018
5294,Medical Incident,1/18/2018
5295,Medical Incident,1/18/2018
5296,Medical Incident,1/18/2018
5297,Medical Incident,1/18/2018
5298,Medical Incident,1/18/2018
5299,Alarms,1/18/2018
5300,Medical Incident,1/18/2018
5301,Medical Incident,1/18/2018
5302,Medical Incident,1/18/2018
5303,Odor (Strange / Unknown),1/18/2018
5304,Alarms,1/18/2018
5305,Medical Incident,1/18/2018
5306,Medical Incident,1/18/2018
5307,Alarms,1/18/2018
5308,Medical Incident,1/18/2018
5309,Medical Incident,1/18/2018
5310,Alarms,1/18/2018
5311,Medical Incident,1/18/2018
5312,Alarms,1/18/2018
5313,Alarms,1/18/2018
5314,Medical Incident,1/18/2018
5315,Traffic Collision,1/18/2018
5316,Traffic Collision,1/18/2018
5317,Medical Incident,1/18/2018
5318,Alarms,1/18/2018
5319,Structure Fire,1/18/2018
5320,Medical Incident,1/18/2018
5321,Medical Incident,1/18/2018
5322,Medical Incident,1/18/2018
5323,Alarms,1/18/2018
5324,Medical Incident,1/18/2018
5325,Alarms,1/18/2018
5326,Medical Incident,1/18/2018
5327,Medical Incident,1/18/2018
5328,Structure Fire,1/18/2018
5329,Medical Incident,1/18/2018
5330,Medical Incident,1/18/2018
5331,Traffic Collision,1/18/2018
5332,Medical Incident,1/18/2018
5333,Structure Fire,1/18/2018
5334,Alarms,1/18/2018
5335,Medical Incident,1/18/2018
5336,Medical Incident,1/18/2018
5337,Medical Incident,1/18/2018
5338,Citizen Assist / Service Call,1/18/2018
5339,Medical Incident,1/18/2018
5340,Medical Incident,1/18/2018
5341,Alarms,1/18/2018
5342,Alarms,1/18/2018
5343,Medical Incident,1/18/2018
5344,Outside Fire,1/18/2018
5345,Medical Incident,1/18/2018
5346,Structure Fire,1/18/2018
5347,Medical Incident,1/18/2018
5348,Medical Incident,1/18/2018
5349,Medical Incident,1/18/2018
5350,Medical Incident,1/18/2018
5351,Medical Incident,1/18/2018
5352,Medical Incident,1/18/2018
5353,Medical Incident,1/18/2018
5354,Medical Incident,1/18/2018
5355,Medical Incident,1/18/2018
5356,Medical Incident,1/18/2018
5357,Alarms,1/18/2018
5358,Medical Incident,1/18/2018
5359,Alarms,1/18/2018
5360,Medical Incident,1/18/2018
5361,Medical Incident,1/18/2018
5362,Structure Fire,1/18/2018
5363,Medical Incident,1/18/2018
5364,Medical Incident,1/18/2018
5365,Medical Incident,1/18/2018
5366,Medical Incident,1/18/2018
5367,Structure Fire,1/18/2018
5368,Medical Incident,1/18/2018
5369,Medical Incident,1/18/2018
5370,Medical Incident,1/18/2018
5371,Medical Incident,1/18/2018
5372,Medical Incident,1/18/2018
5373,Medical Incident,1/18/2018
5374,Medical Incident,1/18/2018
5375,Structure Fire,1/18/2018
5376,Medical Incident,1/18/2018
5377,Medical Incident,1/18/2018
5378,Medical Incident,1/18/2018
5379,Medical Incident,1/18/2018
5380,Alarms,1/18/2018
5381,Traffic Collision,1/18/2018
5382,Medical Incident,1/18/2018
5383,Citizen Assist / Service Call,1/18/2018
5384,Alarms,1/18/2018
5385,Medical Incident,1/18/2018
5386,Medical Incident,1/18/2018
5387,Traffic Collision,1/18/2018
5388,Medical Incident,1/18/2018
5389,Medical Incident,1/18/2018
5390,Medical Incident,1/18/2018
5391,Medical Incident,1/18/2018
5392,Medical Incident,1/18/2018
5393,Medical Incident,1/18/2018
5394,Medical Incident,1/18/2018
5395,Vehicle Fire,1/18/2018
5396,Alarms,1/18/2018
5397,Medical Incident,1/18/2018
5398,Medical Incident,1/18/2018
5399,Medical Incident,1/18/2018
5400,Other,1/18/2018
5401,Medical Incident,1/18/2018
5402,Medical Incident,1/18/2018
5403,Medical Incident,1/18/2018
5404,Medical Incident,1/18/2018
5405,Medical Incident,1/18/2018
5406,Traffic Collision,1/18/2018
5407,Medical Incident,1/18/2018
5408,Medical Incident,1/18/2018
5409,Alarms,1/18/2018
5410,Medical Incident,1/18/2018
5411,Medical Incident,1/18/2018
5412,Medical Incident,1/18/2018
5413,Medical Incident,1/18/2018
5414,Alarms,1/18/2018
5415,Medical Incident,1/18/2018
5416,Medical Incident,1/18/2018
5417,Medical Incident,1/18/2018
5418,Medical Incident,1/18/2018
5419,Medical Incident,1/18/2018
5420,Other,1/18/2018
5421,Structure Fire,1/18/2018
5422,Traffic Collision,1/18/2018
5423,Vehicle Fire,1/18/2018
5424,Vehicle Fire,1/18/2018
5425,Medical Incident,1/18/2018
5426,Medical Incident,1/18/2018
5427,Structure Fire,1/18/2018
5428,Alarms,1/18/2018
5429,Medical Incident,1/18/2018
5430,Medical Incident,1/18/2018
5431,Medical Incident,1/18/2018
5432,Medical Incident,1/18/2018
5433,Medical Incident,1/18/2018
5434,Alarms,1/18/2018
5435,Traffic Collision,1/18/2018
5436,Medical Incident,1/18/2018
5437,Outside Fire,1/18/2018
5438,Medical Incident,1/18/2018
5439,Medical Incident,1/18/2018
5440,Medical Incident,1/18/2018
5441,Medical Incident,1/18/2018
5442,Medical Incident,1/18/2018
5443,Medical Incident,1/18/2018
5444,Medical Incident,1/18/2018
5445,Structure Fire,1/18/2018
5446,Medical Incident,1/18/2018
5447,Alarms,1/18/2018
5448,Medical Incident,1/18/2018
5449,Medical Incident,1/18/2018
5450,Medical Incident,1/18/2018
5451,Medical Incident,1/18/2018
5452,Medical Incident,1/18/2018
5453,Medical Incident,1/18/2018
5454,Medical Incident,1/18/2018
5455,Medical Incident,1/18/2018
5456,Medical Incident,1/18/2018
5457,Medical Incident,1/18/2018
5458,Alarms,1/18/2018
5459,Medical Incident,1/18/2018
5460,Traffic Collision,1/18/2018
5461,Medical Incident,1/18/2018
5462,Medical Incident,1/18/2018
5463,Medical Incident,1/18/2018
5464,Medical Incident,1/18/2018
5465,Medical Incident,1/18/2018
5466,Medical Incident,1/18/2018
5467,Alarms,1/18/2018
5468,Medical Incident,1/18/2018
5469,Medical Incident,1/18/2018
5470,Alarms,1/18/2018
5471,Medical Incident,1/18/2018
5472,Structure Fire,1/18/2018
5473,Medical Incident,1/18/2018
5474,Medical Incident,1/18/2018
5475,Medical Incident,1/18/2018
5476,Medical Incident,1/18/2018
5477,Medical Incident,1/18/2018
5478,Medical Incident,1/18/2018
5479,Medical Incident,1/18/2018
5480,Alarms,1/18/2018
5481,Traffic Collision,1/18/2018
5482,Medical Incident,1/18/2018
5483,Medical Incident,1/18/2018
5484,Medical Incident,1/18/2018
5485,Medical Incident,1/18/2018
5486,Medical Incident,1/18/2018
5487,Medical Incident,1/18/2018
5488,Medical Incident,1/18/2018
5489,Medical Incident,1/18/2018
5490,Medical Incident,1/18/2018
5491,Medical Incident,1/18/2018
5492,Medical Incident,1/18/2018
5493,Alarms,1/18/2018
5494,Medical Incident,1/18/2018
5495,Medical Incident,1/18/2018
5496,Medical Incident,1/18/2018
5497,Medical Incident,1/18/2018
5498,Medical Incident,1/18/2018
5499,Medical Incident,1/18/2018
5500,Medical Incident,1/18/2018
5501,Structure Fire,1/18/2018
5502,Medical Incident,1/18/2018
5503,Medical Incident,1/18/2018
5504,Medical Incident,1/18/2018
5505,Medical Incident,1/18/2018
5506,Medical Incident,1/18/2018
5507,Medical Incident,1/18/2018
5508,Structure Fire,1/18/2018
5509,Medical Incident,1/18/2018
5510,Medical Incident,1/18/2018
5511,Medical Incident,1/18/2018
5512,Traffic Collision,1/18/2018
5513,Medical Incident,1/18/2018
5514,Medical Incident,1/18/2018
5515,Medical Incident,1/18/2018
5516,Medical Incident,1/18/2018
5517,Alarms,1/18/2018
5518,Citizen Assist / Service Call,1/18/2018
5519,Alarms,1/18/2018
5520,Medical Incident,1/18/2018
5521,Medical Incident,1/18/2018
5522,Medical Incident,1/18/2018
5523,Alarms,1/18/2018
5524,Vehicle Fire,1/18/2018
5525,Medical Incident,1/18/2018
5526,Medical Incident,1/18/2018
5527,Medical Incident,1/18/2018
5528,Medical Incident,1/18/2018
5529,Medical Incident,1/18/2018
5530,Outside Fire,1/18/2018
5531,Alarms,1/18/2018
5532,Medical Incident,1/18/2018
5533,Medical Incident,1/18/2018
5534,Medical Incident,1/18/2018
5535,Medical Incident,1/18/2018
5536,Medical Incident,1/18/2018
5537,Medical Incident,1/18/2018
5538,Medical Incident,1/18/2018
5539,Medical Incident,1/18/2018
5540,Medical Incident,1/18/2018
5541,Medical Incident,1/18/2018
5542,Medical Incident,1/18/2018
5543,Medical Incident,1/18/2018
5544,Medical Incident,1/18/2018
5545,Structure Fire,1/18/2018
5546,Medical Incident,1/18/2018
5547,Medical Incident,1/18/2018
5548,Medical Incident,1/18/2018
5549,Structure Fire,1/18/2018
5550,Medical Incident,1/18/2018
5551,Medical Incident,1/18/2018
5552,Medical Incident,1/18/2018
5553,Medical Incident,1/18/2018
5554,Medical Incident,1/18/2018
5555,Medical Incident,1/18/2018
5556,Medical Incident,1/18/2018
5557,Medical Incident,1/18/2018
5558,Medical Incident,1/18/2018
5559,Medical Incident,1/18/2018
5560,Medical Incident,1/18/2018
5561,Medical Incident,1/18/2018
5562,Medical Incident,1/18/2018
5563,Medical Incident,1/18/2018
5564,Alarms,1/18/2018
5565,Medical Incident,1/18/2018
5566,Medical Incident,1/18/2018
5567,Medical Incident,1/18/2018
5568,Medical Incident,1/18/2018
5569,Medical Incident,1/18/2018
5570,Medical Incident,1/18/2018
5571,Medical Incident,1/18/2018
5572,Medical Incident,1/18/2018
5573,Medical Incident,1/18/2018
5574,Medical Incident,1/18/2018
5575,Medical Incident,1/18/2018
5576,Alarms,1/18/2018
5577,Medical Incident,1/18/2018
5578,Medical Incident,1/18/2018
5579,Traffic Collision,1/18/2018
5580,Citizen Assist / Service Call,1/18/2018
5581,Alarms,1/18/2018
5582,Medical Incident,1/18/2018
5583,Medical Incident,1/18/2018
5584,Medical Incident,1/18/2018
5585,Medical Incident,1/18/2018
5586,Medical Incident,1/18/2018
5587,Traffic Collision,1/18/2018
5588,Medical Incident,1/18/2018
5589,Medical Incident,1/18/2018
5590,Medical Incident,1/18/2018
5591,Alarms,1/18/2018
5592,Medical Incident,1/18/2018
5593,Medical Incident,1/18/2018
5594,Medical Incident,1/18/2018
5595,Alarms,1/18/2018
5596,Medical Incident,1/18/2018
5597,Medical Incident,1/18/2018
5598,Medical Incident,1/18/2018
5599,Traffic Collision,1/18/2018
5600,Alarms,1/18/2018
5601,Medical Incident,1/18/2018
5602,Medical Incident,1/18/2018
5603,Alarms,1/18/2018
5604,Medical Incident,1/18/2018
5605,Medical Incident,1/18/2018
5606,Medical Incident,1/18/2018
5607,Medical Incident,1/18/2018
5608,Medical Incident,1/18/2018
5609,Medical Incident,1/18/2018
5610,Medical Incident,1/18/2018
5611,Alarms,1/18/2018
5612,Alarms,1/18/2018
5613,Medical Incident,1/18/2018
5614,Medical Incident,1/18/2018
5615,Structure Fire,1/18/2018
5616,Medical Incident,1/18/2018
5617,Medical Incident,1/18/2018
5618,Medical Incident,1/18/2018
5619,Medical Incident,1/18/2018
5620,Alarms,1/18/2018
5621,Medical Incident,1/18/2018
5622,Structure Fire,1/18/2018
5623,Medical Incident,1/18/2018
5624,Structure Fire,1/18/2018
5625,Alarms,1/18/2018
5626,Structure Fire,1/18/2018
5627,Medical Incident,1/18/2018
5628,Medical Incident,1/18/2018
5629,Medical Incident,1/18/2018
5630,Structure Fire,1/18/2018
5631,Medical Incident,1/18/2018
5632,Medical Incident,1/18/2018
5633,Medical Incident,1/18/2018
5634,Medical Incident,1/18/2018
5635,Medical Incident,1/18/2018
5636,Medical Incident,1/18/2018
5637,Medical Incident,1/18/2018
5638,Alarms,1/18/2018
5639,Medical Incident,1/18/2018
5640,Structure Fire,1/18/2018
5641,Medical Incident,1/18/2018
5642,Medical Incident,1/18/2018
5643,Medical Incident,1/18/2018
5644,Medical Incident,1/18/2018
5645,Medical Incident,1/18/2018
5646,Traffic Collision,1/18/2018
5647,Medical Incident,1/18/2018
5648,Medical Incident,1/18/2018
5649,Medical Incident,1/18/2018
5650,Structure Fire,1/18/2018
5651,Medical Incident,1/18/2018
5652,Citizen Assist / Service Call,1/18/2018
5653,Medical Incident,1/18/2018
5654,Medical Incident,1/18/2018
5655,Structure Fire,1/18/2018
5656,Medical Incident,1/18/2018
5657,Alarms,1/18/2018
5658,Medical Incident,1/18/2018
5659,Medical Incident,1/18/2018
5660,Medical Incident,1/18/2018
5661,Alarms,1/18/2018
5662,Medical Incident,1/18/2018
5663,Medical Incident,1/18/2018
5664,Alarms,1/18/2018
5665,Medical Incident,1/18/2018
5666,Alarms,1/18/2018
5667,Medical Incident,1/18/2018
5668,Medical Incident,1/18/2018
5669,Medical Incident,1/18/2018
5670,Medical Incident,1/18/2018
5671,Medical Incident,1/18/2018
5672,Traffic Collision,1/18/2018
5673,Medical Incident,1/18/2018
5674,Alarms,1/18/2018
5675,Alarms,1/18/2018
5676,Medical Incident,1/18/2018
5677,Alarms,1/18/2018
5678,Medical Incident,1/18/2018
5679,Medical Incident,1/18/2018
5680,Traffic Collision,1/18/2018
5681,Medical Incident,1/18/2018
5682,Medical Incident,1/18/2018
5683,Alarms,1/18/2018
5684,Medical Incident,1/18/2018
5685,Medical Incident,1/18/2018
5686,Alarms,1/18/2018
5687,Alarms,1/18/2018
5688,Medical Incident,1/18/2018
5689,Alarms,1/18/2018
5690,Alarms,1/18/2018
5691,Alarms,1/18/2018
5692,Medical Incident,1/18/2018
5693,Medical Incident,1/18/2018
5694,Medical Incident,1/18/2018
5695,Medical Incident,1/18/2018
5696,Medical Incident,1/18/2018
5697,Medical Incident,1/18/2018
5698,Medical Incident,1/18/2018
5699,Medical Incident,1/18/2018
5700,Medical Incident,1/18/2018
5701,Medical Incident,1/18/2018
5702,Medical Incident,1/18/2018
5703,Medical Incident,1/18/2018
5704,Traffic Collision,1/18/2018
5705,Medical Incident,1/18/2018
5706,Medical Incident,1/18/2018
5707,Medical Incident,1/18/2018
5708,Medical Incident,1/18/2018
5709,Medical Incident,1/18/2018
5710,Alarms,1/18/2018
5711,Medical Incident,1/18/2018
5712,Medical Incident,1/18/2018
5713,Citizen Assist / Service Call,1/18/2018
5714,Medical Incident,1/18/2018
5715,Medical Incident,1/18/2018
5716,Medical Incident,1/18/2018
5717,Medical Incident,1/18/2018
5718,Outside Fire,1/18/2018
5719,Medical Incident,1/18/2018
5720,Medical Incident,1/18/2018
5721,Medical Incident,1/18/2018
5722,Medical Incident,1/18/2018
5723,Medical Incident,1/18/2018
5724,Medical Incident,1/18/2018
5725,Medical Incident,1/18/2018
5726,Medical Incident,1/18/2018
5727,Medical Incident,1/18/2018
5728,Medical Incident,1/18/2018
5729,Alarms,1/18/2018
5730,Medical Incident,1/18/2018
5731,Medical Incident,1/18/2018
5732,Medical Incident,1/18/2018
5733,Medical Incident,1/18/2018
5734,Medical Incident,1/18/2018
5735,Medical Incident,1/18/2018
5736,Alarms,1/18/2018
5737,Traffic Collision,1/18/2018
5738,Medical Incident,1/18/2018
5739,Medical Incident,1/18/2018
5740,Medical Incident,1/18/2018
5741,Medical Incident,1/18/2018
5742,Medical Incident,1/18/2018
5743,Alarms,1/18/2018
5744,Medical Incident,1/18/2018
5745,Alarms,1/18/2018
5746,Medical Incident,1/18/2018
5747,Traffic Collision,1/18/2018
5748,Medical Incident,1/18/2018
5749,Medical Incident,1/18/2018
5750,Medical Incident,1/18/2018
5751,Medical Incident,1/18/2018
5752,Medical Incident,1/18/2018
5753,Medical Incident,1/18/2018
5754,Medical Incident,1/18/2018
5755,Structure Fire,1/18/2018
5756,Medical Incident,1/18/2018
5757,Medical Incident,1/18/2018
5758,Medical Incident,1/18/2018
5759,Alarms,1/18/2018
5760,Alarms,1/18/2018
5761,Citizen Assist / Service Call,1/18/2018
5762,Medical Incident,1/18/2018
5763,Medical Incident,1/18/2018
5764,Medical Incident,1/18/2018
5765,Structure Fire,1/18/2018
5766,Medical Incident,1/18/2018
5767,Medical Incident,1/18/2018
5768,Medical Incident,1/18/2018
5769,Traffic Collision,1/18/2018
5770,Medical Incident,1/18/2018
5771,Medical Incident,1/18/2018
5772,Structure Fire,1/18/2018
5773,Alarms,1/18/2018
5774,Medical Incident,1/18/2018
5775,Medical Incident,1/18/2018
5776,Medical Incident,1/18/2018
5777,Medical Incident,1/18/2018
5778,Medical Incident,1/18/2018
5779,Medical Incident,1/18/2018
5780,Traffic Collision,1/18/2018
5781,Medical Incident,1/18/2018
5782,Structure Fire,1/18/2018
5783,Medical Incident,1/18/2018
5784,Medical Incident,1/18/2018
5785,Medical Incident,1/18/2018
5786,Medical Incident,1/18/2018
5787,Structure Fire,1/18/2018
5788,Medical Incident,1/18/2018
5789,Medical Incident,1/18/2018
5790,Medical Incident,1/18/2018
5791,Medical Incident,1/18/2018
5792,Medical Incident,1/18/2018
5793,Medical Incident,1/18/2018
5794,Medical Incident,1/18/2018
5795,Medical Incident,1/18/2018
5796,Medical Incident,1/18/2018
5797,Traffic Collision,1/18/2018
5798,Medical Incident,1/18/2018
5799,Medical Incident,1/18/2018
5800,Medical Incident,1/18/2018
5801,Medical Incident,1/18/2018
5802,Medical Incident,1/18/2018
5803,Medical Incident,1/18/2018
5804,Medical Incident,1/18/2018
5805,Alarms,1/18/2018
5806,Medical Incident,1/18/2018
5807,Medical Incident,1/18/2018
5808,Other,1/18/2018
5809,Medical Incident,1/18/2018
5810,Medical Incident,1/18/2018
5811,Citizen Assist / Service Call,1/18/2018
5812,Traffic Collision,1/18/2018
5813,Alarms,1/18/2018
5814,Medical Incident,1/18/2018
5815,Medical Incident,1/18/2018
5816,Medical Incident,1/18/2018
5817,Outside Fire,1/18/2018
5818,Medical Incident,1/18/2018
5819,Medical Incident,1/18/2018
5820,Medical Incident,1/18/2018
5821,Medical Incident,1/18/2018
5822,Medical Incident,1/18/2018
5823,Citizen Assist / Service Call,1/18/2018
5824,Medical Incident,1/18/2018
5825,Medical Incident,1/18/2018
5826,Alarms,1/18/2018
5827,Structure Fire,1/18/2018
5828,Medical Incident,1/18/2018
5829,Medical Incident,1/18/2018
5830,Medical Incident,1/18/2018
5831,Traffic Collision,1/18/2018
5832,Medical Incident,1/18/2018
5833,Citizen Assist / Service Call,1/18/2018
5834,Medical Incident,1/18/2018
5835,Medical Incident,1/18/2018
5836,Outside Fire,1/18/2018
5837,Medical Incident,1/18/2018
5838,Medical Incident,1/18/2018
5839,Medical Incident,1/18/2018
5840,Medical Incident,1/18/2018
5841,Medical Incident,1/18/2018
5842,Medical Incident,1/18/2018
5843,Alarms,1/18/2018
5844,Medical Incident,1/18/2018
5845,Structure Fire,1/18/2018
5846,Medical Incident,1/18/2018
5847,Medical Incident,1/18/2018
5848,Medical Incident,1/18/2018
5849,Structure Fire,1/18/2018
5850,Medical Incident,1/18/2018
5851,Medical Incident,1/18/2018
5852,Alarms,1/18/2018
5853,Medical Incident,1/18/2018
5854,Medical Incident,1/18/2018
5855,Medical Incident,1/18/2018
5856,Structure Fire,1/18/2018
5857,Medical Incident,1/18/2018
5858,Gas Leak (Natural and LP Gases),1/17/2018
5859,Medical Incident,1/17/2018
5860,Medical Incident,1/17/2018
5861,Medical Incident,1/17/2018
5862,Medical Incident,1/17/2018
5863,Medical Incident,1/17/2018
5864,Medical Incident,1/17/2018
5865,Medical Incident,1/17/2018
5866,Electrical Hazard,1/17/2018
5867,Other,1/17/2018
5868,Medical Incident,1/17/2018
5869,Medical Incident,1/17/2018
5870,Structure Fire,1/17/2018
5871,Medical Incident,1/17/2018
5872,Medical Incident,1/17/2018
5873,Traffic Collision,1/17/2018
5874,Medical Incident,1/17/2018
5875,Structure Fire,1/17/2018
5876,Traffic Collision,1/17/2018
5877,Structure Fire,1/17/2018
5878,Medical Incident,1/17/2018
5879,Medical Incident,1/17/2018
5880,Medical Incident,1/17/2018
5881,Medical Incident,1/17/2018
5882,Structure Fire,1/17/2018
5883,Structure Fire,1/17/2018
5884,Alarms,1/17/2018
5885,Structure Fire,1/17/2018
5886,Traffic Collision,1/17/2018
5887,Medical Incident,1/17/2018
5888,Medical Incident,1/17/2018
5889,Medical Incident,1/17/2018
5890,Medical Incident,1/17/2018
5891,Gas Leak (Natural and LP Gases),1/17/2018
5892,Structure Fire,1/17/2018
5893,Gas Leak (Natural and LP Gases),1/17/2018
5894,Medical Incident,1/17/2018
5895,Medical Incident,1/17/2018
5896,Medical Incident,1/17/2018
5897,Medical Incident,1/17/2018
5898,Alarms,1/17/2018
5899,Medical Incident,1/17/2018
5900,Medical Incident,1/17/2018
5901,Structure Fire,1/17/2018
5902,Alarms,1/17/2018
5903,Medical Incident,1/17/2018
5904,Medical Incident,1/17/2018
5905,Structure Fire,1/17/2018
5906,Medical Incident,1/17/2018
5907,Structure Fire,1/17/2018
5908,Medical Incident,1/17/2018
5909,Medical Incident,1/17/2018
5910,Medical Incident,1/17/2018
5911,Medical Incident,1/17/2018
5912,Medical Incident,1/17/2018
5913,Medical Incident,1/17/2018
5914,Medical Incident,1/17/2018
5915,Medical Incident,1/17/2018
5916,Medical Incident,1/17/2018
5917,Medical Incident,1/17/2018
5918,Medical Incident,1/17/2018
5919,Medical Incident,1/17/2018
5920,Medical Incident,1/17/2018
5921,Medical Incident,1/17/2018
5922,Medical Incident,1/17/2018
5923,Medical Incident,1/17/2018
5924,Medical Incident,1/17/2018
5925,Medical Incident,1/17/2018
5926,Medical Incident,1/17/2018
5927,Alarms,1/17/2018
5928,Structure Fire,1/17/2018
5929,Medical Incident,1/17/2018
5930,Medical Incident,1/17/2018
5931,Medical Incident,1/17/2018
5932,Medical Incident,1/17/2018
5933,Medical Incident,1/17/2018
5934,Medical Incident,1/17/2018
5935,Medical Incident,1/17/2018
5936,Medical Incident,1/17/2018
5937,Medical Incident,1/17/2018
5938,Medical Incident,1/17/2018
5939,Alarms,1/17/2018
5940,Traffic Collision,1/17/2018
5941,Medical Incident,1/17/2018
5942,Medical Incident,1/17/2018
5943,Medical Incident,1/17/2018
5944,Medical Incident,1/17/2018
5945,Gas Leak (Natural and LP Gases),1/17/2018
5946,Medical Incident,1/17/2018
5947,Medical Incident,1/17/2018
5948,Medical Incident,1/17/2018
5949,Traffic Collision,1/17/2018
5950,Alarms,1/17/2018
5951,Alarms,1/17/2018
5952,Medical Incident,1/17/2018
5953,Medical Incident,1/17/2018
5954,Gas Leak (Natural and LP Gases),1/17/2018
5955,Traffic Collision,1/17/2018
5956,Alarms,1/17/2018
5957,Medical Incident,1/17/2018
5958,Medical Incident,1/17/2018
5959,Medical Incident,1/17/2018
