call_type,latitude,longitude,zipcode_of_incident,,row_id
Medical Incident,37.7841909,-122.4101195,94102,,180190447-E01
Medical Incident,37.7592203,-122.4633116,94122,,180191025-E22
Medical Incident,37.71063201,-122.4488449,94112,,180191853-AM108
Medical Incident,37.78370693,-122.4085951,94102,,180190183-E01
Medical Incident,37.75623199,-122.4188933,94110,,180190578-71
Structure Fire,37.78921414,-122.446464,94115,,180190613-D2
Citizen Assist / Service Call,37.71449939,-122.4827665,94132,,180191252-E19
Medical Incident,37.75637531,-122.4405865,94114,,180193605-E24
Medical Incident,37.78656172,-122.4332974,94115,,180191829-E10
Medical Incident,37.75637531,-122.4405865,94114,,180193605-E05
Traffic Collision,37.79843074,-122.4026627,94133,,180192623-T13
Alarms,37.74730042,-122.4269379,94131,,180190238-T11
Medical Incident,37.78233759,-122.4138914,94102,,180191184-79
Alarms,37.78626844,-122.4129972,94102,,180192032-T03
Medical Incident,37.75354618,-122.3972118,94107,,180193704-78
Medical Incident,37.78149951,-122.4049333,94103,,180193824-E01
Medical Incident,37.78255696,-122.4163494,94102,,180192505-T03
Structure Fire,37.78750218,-122.4527802,94118,,180193496-E31
Structure Fire,37.74392308,-122.4372058,94131,,180193655-E26
Citizen Assist / Service Call,37.77095828,-122.468301,94118,,180192014-E22
Medical Incident,37.77273718,-122.4104337,94103,,180194222-81
Water Rescue,37.79152537,-122.4834802,94129,,180192988-SR34
Medical Incident,37.72342964,-122.4535824,94112,,180193737-84
Structure Fire,37.76907613,-122.4471673,94117,,180192485-RS2
Structure Fire,37.78750218,-122.4527802,94118,,180193496-E10
Medical Incident,37.74817255,-122.458695,94131,,180190430-RC3
Alarms,37.80298506,-122.4122222,94133,,180192707-T02
Medical Incident,37.7224527,-122.4513127,94112,,180191451-88
Medical Incident,37.77996239,-122.4662884,94118,,180191014-RC2
Medical Incident,37.7890669,-122.3923394,94105,,180191703-89
Traffic Collision,37.71888022,-122.3987481,94124,,180194027-82
Medical Incident,37.7331435,-122.3809904,94124,,180194160-68
Alarms,37.77337237,-122.4434016,94117,,180191989-E10
Medical Incident,37.7780137,-122.4673563,94118,,180192793-E31
Medical Incident,37.71226467,-122.4729324,94132,,180192240-E33
Structure Fire,37.76907613,-122.4471673,94117,,180192485-T12
Medical Incident,37.80523668,-122.4244878,94109,,180191431-KM01
Alarms,37.76724422,-122.5102257,94122,,180191094-T14
Medical Incident,37.73049345,-122.4334674,94112,,180193744-E32
Medical Incident,37.71142358,-122.4110601,94134,,180193615-57
Medical Incident,37.71063201,-122.4488449,94112,,180191853-E33
Traffic Collision,37.73123693,-122.4050859,94134,,180192578-79
Medical Incident,37.71029652,-122.4189864,94134,,180193771-68
Medical Incident,37.78325042,-122.414216,94102,,180190973-E03
Medical Incident,37.80118541,-122.4337909,94123,,180193758-E38
Other,37.75147307,-122.3900869,94107,,180190251-T09
Medical Incident,37.76061396,-122.5016396,94122,,180191916-KM01
Medical Incident,37.71882735,-122.4767301,94132,,180191157-E19
Medical Incident,37.7969019,-122.4068277,94133,,180192228-E13
Medical Incident,37.72265394,-122.4541803,94112,,180191640-88
Structure Fire,37.76374916,-122.4942674,94122,,180193424-B08
Medical Incident,37.77866767,-122.4587539,94118,,180190108-57
Medical Incident,37.72179507,-122.4546166,94112,,180190296-E15
Alarms,37.74730042,-122.4269379,94131,,180190238-B06
Medical Incident,37.71162643,-122.4083541,94134,,180191652-85
Medical Incident,37.75144383,-122.4182976,94110,,180193266-67
Medical Incident,37.77273718,-122.4104337,94103,,180194222-83
Medical Incident,37.7852804,-122.4618941,94118,,180192446-58
Medical Incident,37.7785051,-122.4056153,94107,,180192425-81
Medical Incident,37.78409104,-122.4117844,94102,,180193393-E01
Medical Incident,37.771888,-122.4817854,94122,,180193478-E14
Medical Incident,37.79282365,-122.3970342,94111,,180180307-61
Medical Incident,37.78380692,-122.4192504,94109,,180182262-E36
Medical Incident,37.78605122,-122.4189243,94109,,180181702-E36
Medical Incident,37.77600992,-122.4128894,94103,,180182192-85
Medical Incident,37.77753424,-122.4408637,94115,,180182142-81
Medical Incident,37.78428162,-122.4046146,94103,,180181500-RS1
Medical Incident,37.73038988,-122.4297938,94112,,180184168-52
Medical Incident,37.78208745,-122.4308556,94115,,180184069-E38
Medical Incident,37.75362875,-122.3955231,94107,,180180092-E37
Medical Incident,37.75242395,-122.4752764,94116,,180184053-E40
Alarms,37.77803651,-122.4154291,94103,,180180977-T03
Medical Incident,37.71795294,-122.4456859,94112,,180181745-E15
Medical Incident,37.78495388,-122.4279889,94109,,180180205-E38
Medical Incident,37.78305906,-122.4157199,94102,,180181458-62
Alarms,37.71214951,-122.4171412,94134,,180180268-B09
Alarms,37.7841909,-122.4101195,94102,,180180900-T01
Medical Incident,37.77526033,-122.4098209,94103,,180180112-AM124
Alarms,37.78647953,-122.4047244,94103,,180181249-B03
Medical Incident,37.78402999,-122.4546178,94118,,180183831-87
Medical Incident,37.80148647,-122.4120043,94133,,180182022-E28
Medical Incident,37.7720335,-122.3982007,94107,,180183783-66
Alarms,37.77078768,-122.4004626,94107,,180183274-E29
Medical Incident,37.80212219,-122.4255434,94123,,180180553-E28
Traffic Collision,37.77858957,-122.4116262,94103,,180181689-RS1
Medical Incident,37.77948978,-122.4073764,94103,,180180881-RS1
Medical Incident,37.72949909,-122.3794249,94124,,180180467-75
Medical Incident,37.75767154,-122.3946608,94107,,180183908-E37
Medical Incident,37.70976253,-122.449675,94112,,180181733-RC4
Medical Incident,37.77908938,-122.4319258,94115,,180182810-E21
Alarms,37.78331041,-122.3883799,94107,,180180029-T13
Medical Incident,37.78703795,-122.418271,94109,,180180219-85
Medical Incident,37.73820364,-122.4795909,94116,,180181349-71
Medical Incident,37.7254919,-122.4609324,94112,,180181747-AM108
Medical Incident,37.78153743,-122.4095183,94103,,180180946-64
Medical Incident,37.78225009,-122.4112686,94102,,180182470-68
Alarms,37.77879789,-122.4225207,94102,,180181561-T05
Medical Incident,37.78132126,-122.3958435,94107,,180180738-E35
Medical Incident,37.7861514,-122.4172576,94109,,180183263-E03
Medical Incident,37.71562305,-122.3834229,94124,,180182525-E17
Medical Incident,37.7875045,-122.4141637,94109,,180181848-RC1
Medical Incident,37.72964281,-122.3923586,94124,,180184072-61
Medical Incident,37.77346649,-122.4135469,94103,,180180179-E36
Medical Incident,37.78202427,-122.4011597,94107,,180180015-AM118
Structure Fire,37.77710453,-122.3927504,94107,,180183532-T08
Medical Incident,37.79169725,-122.3921341,94105,,180180457-E35
Medical Incident,37.79006977,-122.4001732,94105,,180180808-KM13
Electrical Hazard,37.77965963,-122.4387402,94115,,180181497-E21
Medical Incident,37.8050779,-122.4252986,94109,,180180124-E28
Medical Incident,37.7618327,-122.4317555,94114,,180183453-67
Medical Incident,37.78926925,-122.4162054,94109,,180181318-AM126
Medical Incident,37.77409486,-122.4200014,94103,,180180599-53
Medical Incident,37.78075775,-122.4913021,94121,,180183436-KM02
Medical Incident,37.77693145,-122.3993081,94107,,180180784-E04
Alarms,37.75675709,-122.4830289,94122,,180183183-T18
Medical Incident,37.71901187,-122.4804507,94132,,180183865-93
Alarms,37.78647953,-122.4047244,94103,,180181249-T01
Medical Incident,37.72664748,-122.393867,94124,,180181210-63
Medical Incident,37.78646212,-122.4525711,94118,,180184154-RC2
Medical Incident,37.76546531,-122.4331481,94114,,180180828-E06
Alarms,37.77078768,-122.4004626,94107,,180182937-T08
Medical Incident,37.76342006,-122.4582525,94122,,180182335-61
Structure Fire,37.79494605,-122.4291559,94109,,180181698-E03
Medical Incident,37.78332633,-122.4403249,94115,,180181978-AM110
Structure Fire,37.73527383,-122.3914135,94124,,180182656-E25
Medical Incident,37.78594273,-122.4189026,94109,,180183534-E03
Medical Incident,37.78111921,-122.412597,94102,,180180423-E01
Medical Incident,37.77685589,-122.438177,94117,,180180461-AM102
Medical Incident,37.79573711,-122.4234131,94109,,180183570-73
Medical Incident,37.76924706,-122.4269556,94114,,180180663-E05
Medical Incident,37.78589033,-122.4117257,94102,,180183105-E41
Medical Incident,37.73408651,-122.4340661,94131,,180180400-AM122
Structure Fire,37.73527383,-122.3914135,94124,,180182656-E17
Medical Incident,37.76429934,-122.4185514,94110,,180181832-65
Structure Fire,37.74983632,-122.4182805,94110,,180180538-B06
Medical Incident,37.75730761,-122.4066198,94110,,180182183-60
Medical Incident,37.78486624,-122.4127821,94102,,180182935-81
Traffic Collision,37.729632,-122.433808,94112,,180183198-E32
Alarms,37.77078768,-122.4004626,94107,,180183274-T08
Medical Incident,37.78075775,-122.4913021,94121,,180182332-E14
Traffic Collision,37.77250432,-122.442378,94117,,180180543-AM102
Medical Incident,37.73589457,-122.3910721,94124,,180182301-83
Medical Incident,37.73812754,-122.4240635,94110,,180182956-E32
Medical Incident,37.78714009,-122.4320886,94115,,180180154-56
Medical Incident,37.76274366,-122.4217477,94110,,180184097-E07
Medical Incident,37.73457071,-122.3918317,94124,,180182881-84
Medical Incident,37.76653011,-122.4212887,94103,,180181580-E05
Citizen Assist / Service Call,37.78802755,-122.4478045,94118,,180180437-T16
Alarms,37.71872229,-122.3891183,94124,,180183663-T17
Medical Incident,37.78594273,-122.4189026,94109,,180182195-E41
Medical Incident,37.77515106,-122.4328041,94117,,180183064-KM06
Medical Incident,37.73457071,-122.3918317,94124,,180182881-E17
Medical Incident,37.79573711,-122.4234131,94109,,180183545-E02
Medical Incident,37.76930364,-122.4426108,94117,,180180211-61
Alarms,37.77078768,-122.4004626,94107,,180183274-B03
Medical Incident,37.73740625,-122.4240401,94110,,180183217-50
Medical Incident,37.76544761,-122.4131052,94110,,180184061-87
Medical Incident,37.78225009,-122.4112686,94102,,180183103-E03
Medical Incident,37.74524779,-122.3906484,94124,,180181172-61
Medical Incident,37.80526026,-122.4160538,94133,,180181794-E28
Medical Incident,37.77908938,-122.4319258,94115,,180182810-60
Medical Incident,37.72810493,-122.4617256,94112,,180182817-83
Medical Incident,37.76274366,-122.4217477,94110,,180184097-RS2
Medical Incident,37.73490503,-122.3863042,94124,,180183963-91
Traffic Collision,37.71882359,-122.4004234,94134,,180182827-E44
Medical Incident,37.77623052,-122.414711,94103,,180181613-KM13
Medical Incident,37.79053181,-122.4039142,94108,,180181934-E13
Alarms,37.7971786,-122.4101446,94133,,180181372-B01
Medical Incident,37.71710621,-122.4297477,94112,,180183445-E43
Medical Incident,37.77091334,-122.420305,94103,,180182086-93
Medical Incident,37.77600992,-122.4128894,94103,,180182192-AM126
Medical Incident,37.78737446,-122.4377476,94115,,180181784-E03
Medical Incident,37.79169725,-122.3921341,94105,,180180457-55
Alarms,37.78331041,-122.3883799,94107,,180180029-E35
Medical Incident,37.72218522,-122.3987437,94124,,180182729-E44
Medical Incident,37.77650804,-122.4144578,94103,,180181525-RC1
Medical Incident,37.71948129,-122.4078044,94134,,180184123-79
Alarms,37.78331041,-122.3883799,94107,,180180029-B03
Outside Fire,37.79804495,-122.3963671,94111,,180180609-B01
Medical Incident,37.76546531,-122.4331481,94114,,180180828-56
Medical Incident,37.78479798,-122.4396639,94115,,180180250-52
Alarms,37.72238833,-122.4277819,94112,,180181795-T15
Medical Incident,37.74161828,-122.448658,94127,,180184202-84
Medical Incident,37.79573711,-122.4234131,94109,,180183545-95
Medical Incident,37.76661195,-122.4046178,94103,,180183461-AM120
Medical Incident,37.73740625,-122.4240401,94110,,180183217-85
Medical Incident,37.77256476,-122.4305998,94117,,180181432-64
Structure Fire,37.77710453,-122.3927504,94107,,180183532-RS1
Medical Incident,37.7825474,-122.4122479,94102,,180183061-E03
Medical Incident,37.78916078,-122.4161834,94109,,180181093-E41
Medical Incident,37.73485505,-122.3794869,94124,,180180536-61
Structure Fire,37.77710453,-122.3927504,94107,,180183532-E01
Medical Incident,37.77708346,-122.4169793,94102,,180182710-KM02
Medical Incident,37.72569336,-122.4522897,94112,,180181219-71
Medical Incident,37.77515106,-122.4328041,94117,,180183064-E21
Medical Incident,37.80702731,-122.4138125,94133,,180182354-E28
Traffic Collision,37.77273891,-122.4483313,94117,,180183699-55
Medical Incident,37.78428162,-122.4046146,94103,,180181500-KM03
Medical Incident,37.77475978,-122.4164573,94103,,180182206-85
Medical Incident,37.75502234,-122.499644,94122,,180181894-E23
Traffic Collision,37.73238239,-122.4362384,94131,,180182821-E32
Medical Incident,37.7677331,-122.415607,94103,,180181658-56
Medical Incident,37.78097102,-122.4321664,94115,,180182024-76
Alarms,37.798714,-122.4096183,94133,,180181360-E02
Structure Fire,37.77021017,-122.445345,94117,,180180152-E21
Medical Incident,37.78116831,-122.4348057,94115,,180181764-AM112
Medical Incident,37.78597748,-122.4053594,94103,,180183518-AM116
Medical Incident,37.78967095,-122.4196571,94109,,180183153-E38
Medical Incident,37.77685589,-122.438177,94117,,180180461-E21
Medical Incident,37.74161828,-122.448658,94127,,180184202-E39
Medical Incident,37.8050779,-122.4252986,94109,,180180124-68
Medical Incident,37.78225009,-122.4112686,94102,,180183103-79
Alarms,37.78802055,-122.4260616,94109,,180180306-E38
Alarms,37.798714,-122.4096183,94133,,180181360-B01
Alarms,37.71872229,-122.3891183,94124,,180183663-B10
Medical Incident,37.78479798,-122.4396639,94115,,180180250-E10
Outside Fire,37.79804495,-122.3963671,94111,,180180609-FB1
Medical Incident,37.78646212,-122.4525711,94118,,180184154-T10
Medical Incident,37.77762424,-122.3999811,94107,,180181668-T08
Medical Incident,37.78594273,-122.4189026,94109,,180183631-E03
Medical Incident,37.77404134,-122.423188,94102,,180181945-64
Alarms,37.7639379,-122.3942141,94107,,180181329-T04
Alarms,37.76410441,-122.421878,94110,,180181493-B02
Medical Incident,37.7702452,-122.425669,94102,,180182397-KM06
Medical Incident,37.76653011,-122.4212887,94103,,180181580-53
Medical Incident,37.75362875,-122.3955231,94107,,180180092-95
Medical Incident,37.73238073,-122.378268,94124,,180181303-85
Traffic Collision,37.78537343,-122.4590871,94118,,180183108-E16
Medical Incident,37.79411691,-122.3965564,94111,,180183454-64
Medical Incident,37.80702731,-122.4138125,94133,,180182354-64
Medical Incident,37.78916078,-122.4161834,94109,,180181093-E03
Medical Incident,37.77953108,-122.4135425,94103,,180182555-55
Medical Incident,37.7686746,-122.4290538,94114,,180180706-E05
Medical Incident,37.79447972,-122.3947476,94105,,180180915-E13
Medical Incident,37.74823073,-122.414919,94110,,180182607-KM13
Medical Incident,37.72610068,-122.4332047,94112,,180180349-AM124
Medical Incident,37.78469892,-122.4135935,94102,,180183190-T03
Structure Fire,37.73527383,-122.3914135,94124,,180182656-T09
Citizen Assist / Service Call,37.80826332,-122.4149725,94133,,180181498-E28
Medical Incident,37.78594273,-122.4189026,94109,,180182195-AM102
Medical Incident,37.77633827,-122.4029965,94103,,180180923-88
Medical Incident,37.76429934,-122.4185514,94110,,180180456-E07
Traffic Collision,37.71947658,-122.3969544,94124,,180183452-E44
Medical Incident,37.77555491,-122.4404673,94117,,180181288-KM04
Medical Incident,37.71760251,-122.4062683,94134,,180183051-58
Medical Incident,37.80558464,-122.4119727,94133,,180182719-AM108
Structure Fire,37.74983632,-122.4182805,94110,,180180538-E11
Medical Incident,37.72158648,-122.4421337,94112,,180181677-91
Medical Incident,37.75643742,-122.4154808,94110,,180184139-AM120
Alarms,37.7841909,-122.4101195,94102,,180180900-E41
Alarms,37.7639379,-122.3942141,94107,,180181329-E29
Structure Fire,37.75376855,-122.487183,94122,,180183370-E18
Medical Incident,37.77948978,-122.4073764,94103,,180180881-KM13
Medical Incident,37.79171002,-122.4227754,94109,,180180594-93
Medical Incident,37.8050779,-122.4252986,94109,,180183670-62
Medical Incident,37.72566405,-122.4353138,94112,,180183271-59
Medical Incident,37.75355162,-122.4354147,94114,,180181006-81
Alarms,37.77078768,-122.4004626,94107,,180182937-E29
Medical Incident,37.72566405,-122.4353138,94112,,180183271-E43
Traffic Collision,37.78537343,-122.4590871,94118,,180183108-KM11
Citizen Assist / Service Call,37.7459563,-122.4542399,94131,,180183292-E39
Medical Incident,37.7866625,-122.4291682,94115,,180182965-E38
Medical Incident,37.78160513,-122.4163363,94102,,180183710-EMS6
Medical Incident,37.78611721,-122.4198542,94109,,180183096-KM03
Structure Fire,37.77710453,-122.3927504,94107,,180183532-E08
Medical Incident,37.78646212,-122.4525711,94118,,180184154-B04
Medical Incident,37.79503626,-122.3966105,94111,,180182483-E13
Traffic Collision,37.78922561,-122.408595,94108,,180180392-57
Medical Incident,37.78611721,-122.4198542,94109,,180183096-T03
Medical Incident,37.76095474,-122.4339036,94114,,180182559-71
Medical Incident,37.71554505,-122.4736299,94132,,180184188-E33
Medical Incident,37.80860234,-122.4157858,94133,,180180753-E02
Medical Incident,37.78781816,-122.4083826,94102,,180180116-85
Medical Incident,37.77591187,-122.4184636,94102,,180181635-E36
Medical Incident,37.79573711,-122.4234131,94109,,180183570-E41
Medical Incident,37.73812754,-122.4240635,94110,,180182956-67
Medical Incident,37.76274366,-122.4217477,94110,,180180053-AM116
Medical Incident,37.7825474,-122.4122479,94102,,180183061-64
Medical Incident,37.77319006,-122.418237,94103,,180183345-95
Medical Incident,37.78439649,-122.4169005,94109,,180182634-74
Medical Incident,37.75250607,-122.414086,94110,,180183004-71
Medical Incident,37.75376274,-122.4043548,94110,,180181375-E37
Medical Incident,37.77644931,-122.5017345,94121,,180181082-E34
Medical Incident,37.78283615,-122.4175021,94102,,180180783-65
Medical Incident,37.7459563,-122.4542399,94131,,180183811-AM116
Medical Incident,37.7903193,-122.4231629,94109,,180181335-KM02
Medical Incident,37.78611721,-122.4198542,94109,,180182713-E03
Medical Incident,37.72992738,-122.3903141,94124,,180181052-58
Odor (Strange / Unknown),37.76209916,-122.4149986,94110,,180183761-E07
Medical Incident,37.7249573,-122.4346713,94112,,180182840-E15
Medical Incident,37.78133406,-122.3990275,94107,,180180954-93
Outside Fire,37.79804495,-122.3963671,94111,,180180609-T13
Medical Incident,37.79053181,-122.4039142,94108,,180181934-74
Structure Fire,37.73527383,-122.3914135,94124,,180182656-B06
Medical Incident,37.82403385,-122.376458,94130,,180180853-E48
Traffic Collision,37.73238239,-122.4362384,94131,,180182821-KM04
Medical Incident,37.75623199,-122.4188933,94110,,180183801-E07
Medical Incident,37.80860234,-122.4157858,94133,,180180753-E28
Medical Incident,37.80630033,-122.4119774,94133,,180182571-E28
Alarms,37.72238833,-122.4277819,94112,,180181795-B09
Citizen Assist / Service Call,37.75853818,-122.4637815,94122,,180182706-E20
Outside Fire,37.79804495,-122.3963671,94111,,180180609-E02
Medical Incident,37.78926925,-122.4162054,94109,,180181318-E41
Medical Incident,37.78906361,-122.4018031,94104,,180180831-RS1
Alarms,37.76494911,-122.4432025,94114,,180182342-B05
Medical Incident,37.80212219,-122.4255434,94123,,180180553-82
Medical Incident,37.76008506,-122.4349962,94114,,180180643-53
Medical Incident,37.73871302,-122.4277449,94131,,180183380-55
Medical Incident,37.76423612,-122.4196598,94110,,180180245-KM03
Medical Incident,37.77830294,-122.4154368,94102,,180182660-E36
Medical Incident,37.76423612,-122.4196598,94110,,180183574-95
Medical Incident,37.78800118,-122.4219549,94109,,180182308-65
Medical Incident,37.80148647,-122.4120043,94133,,180182022-KM03
Alarms,37.79380339,-122.4390417,94123,,180181769-B05
Medical Incident,37.78086621,-122.4288032,94115,,180180595-88
Medical Incident,37.75502234,-122.499644,94122,,180181894-58
Medical Incident,37.7815854,-122.4230902,94102,,180182582-E03
Odor (Strange / Unknown),37.78114586,-122.409026,94103,,180184058-E01
Alarms,37.78802055,-122.4260616,94109,,180180306-T05
Medical Incident,37.77507596,-122.5112949,94121,,180180788-E34
Medical Incident,37.75309998,-122.4175009,94110,,180183281-62
Alarms,37.75675709,-122.4830289,94122,,180183183-B08
Medical Incident,37.8050779,-122.4252986,94109,,180180124-79
Medical Incident,37.78402999,-122.4546178,94118,,180183831-E10
Alarms,37.7971786,-122.4101446,94133,,180181372-B04
Medical Incident,37.76803165,-122.4474482,94117,,180183633-KM07
Alarms,37.79380339,-122.4390417,94123,,180181769-T05
Alarms,37.7841909,-122.4101195,94102,,180180900-B02
Medical Incident,37.78086621,-122.4288032,94115,,180180526-60
Traffic Collision,37.77732776,-122.3930886,94107,,180181023-E04
Traffic Collision,37.78636079,-122.4156169,94109,,180180729-E03
Medical Incident,37.75144383,-122.4182976,94110,,180183200-RC3
Alarms,37.773389,-122.413645,94103,,180181600-T01
Structure Fire,37.77710453,-122.3927504,94107,,180183532-B03
Medical Incident,37.80019019,-122.4411774,94123,,180180554-KM13
Medical Incident,37.78872976,-122.4564036,94118,,180182116-62
Medical Incident,37.78053761,-122.4204851,94102,,180182208-56
Alarms,37.72380521,-122.4733271,94132,,180182383-E19
Medical Incident,37.79265684,-122.3923645,94105,,180180974-KM02
Alarms,37.77964754,-122.411386,94103,,180182618-E01
Medical Incident,37.75191566,-122.4655374,94116,,180182418-E40
Medical Incident,37.77830294,-122.4154368,94102,,180181046-KM03
Structure Fire,37.73527383,-122.3914135,94124,,180182656-T17
Medical Incident,37.73425457,-122.416298,94110,,180181188-65
Medical Incident,37.77465348,-122.4051182,94103,,180181552-60
Traffic Collision,37.77732776,-122.3930886,94107,,180181023-81
Medical Incident,37.71901187,-122.4804507,94132,,180183865-E19
Structure Fire,37.77710453,-122.3927504,94107,,180183532-B01
Alarms,37.79862378,-122.4606347,94129,,180182237-B07
Medical Incident,37.78387236,-122.4201755,94109,,180181050-82
Medical Incident,37.72996736,-122.3820961,94124,,180183251-50
Medical Incident,37.76070861,-122.4994966,94122,,180183316-84
Citizen Assist / Service Call,37.72615321,-122.437433,94112,,180181381-T15
Medical Incident,37.74817255,-122.458695,94131,,180180097-87
Medical Incident,37.74962167,-122.4751508,94116,,180182100-58
Alarms,37.78394291,-122.4129524,94102,,180181956-E03
Alarms,37.773389,-122.413645,94103,,180181600-E29
Medical Incident,37.78916078,-122.4161834,94109,,180181093-AM126
Outside Fire,37.79804495,-122.3963671,94111,,180180609-E13
Medical Incident,37.77871943,-122.4147412,94103,,180181560-T03
Structure Fire,37.79494605,-122.4291559,94109,,180181698-D2
Medical Incident,37.77475978,-122.4164573,94103,,180182206-RS1
Medical Incident,37.77753424,-122.4408637,94115,,180182142-E21
Medical Incident,37.79265684,-122.3923645,94105,,180180974-E35
Medical Incident,37.77585486,-122.4456144,94117,,180182242-59
Medical Incident,37.70907112,-122.4476739,94112,,180180223-E33
Medical Incident,37.78004215,-122.428636,94115,,180181806-59
Medical Incident,37.78399149,-122.4080665,94103,,180180176-71
Medical Incident,37.77638422,-122.4212604,94102,,180183886-E36
Medical Incident,37.78737446,-122.4377476,94115,,180181784-E38
Medical Incident,37.77650804,-122.4144578,94103,,180181525-E36
Alarms,37.7639379,-122.3942141,94107,,180181329-B03
Medical Incident,37.77542071,-122.4034048,94103,,180180027-82
Alarms,37.78630722,-122.4052948,94108,,180181506-T01
Medical Incident,37.77638422,-122.4212604,94102,,180183886-60
Medical Incident,37.74817255,-122.458695,94131,,180183635-52
Structure Fire,37.77310059,-122.4155614,94103,,180180256-E36
Medical Incident,37.7233591,-122.4019025,94134,,180183058-52
Medical Incident,37.79809081,-122.4087818,94133,,180181114-E02
Medical Incident,37.78703795,-122.418271,94109,,180180219-B04
Medical Incident,37.75623199,-122.4188933,94110,,180183801-61
Structure Fire,37.79494605,-122.4291559,94109,,180181698-E38
Medical Incident,37.72218522,-122.3987437,94124,,180182729-RC4
Medical Incident,37.74360858,-122.4376829,94131,,180183024-74
Medical Incident,37.78967095,-122.4196571,94109,,180183153-66
Medical Incident,37.73871302,-122.4277449,94131,,180183380-E32
Medical Incident,37.78194927,-122.4062724,94103,,180180043-95
Medical Incident,37.78086621,-122.4288032,94115,,180180526-88
Medical Incident,37.77066726,-122.4455084,94117,,180181070-62
Structure Fire,37.77710453,-122.3927504,94107,,180183532-68
Medical Incident,37.78659754,-122.3979317,94105,,180180304-56
Medical Incident,37.78092669,-122.4108704,94103,,180180695-85
Medical Incident,37.78387236,-122.4201755,94109,,180181050-E36
Medical Incident,37.73457071,-122.3918317,94124,,180182881-87
Alarms,37.78958038,-122.4128912,94109,,180180255-E41
Traffic Collision,37.78922561,-122.408595,94108,,180180392-E03
Medical Incident,37.78347684,-122.4124351,94102,,180182160-74
Citizen Assist / Service Call,37.7773617,-122.4102631,94103,,180184070-T01
Alarms,37.71214951,-122.4171412,94134,,180180268-E44
Medical Incident,37.77440629,-122.4837863,94121,,180180249-KM07
Medical Incident,37.78872976,-122.4564036,94118,,180182116-E10
Traffic Collision,37.729632,-122.433808,94112,,180183198-57
Medical Incident,37.78492113,-122.4160974,94109,,180182757-62
Medical Incident,37.77409486,-122.4200014,94103,,180180599-E36
Medical Incident,37.77644931,-122.5017345,94121,,180181082-RC4
Medical Incident,37.79983092,-122.4352019,94123,,180181791-KM03
Medical Incident,37.78906361,-122.4018031,94104,,180180831-E13
Medical Incident,37.78186545,-122.4142853,94102,,180182164-82
Medical Incident,37.78916078,-122.4161834,94109,,180181093-RC1
Vehicle Fire,37.77475548,-122.4546826,94122,,180182991-E21
Alarms,37.7837893,-122.4092663,94102,,180182503-E01
Medical Incident,37.73027772,-122.4296069,94112,,180180796-E32
Medical Incident,37.77507596,-122.5112949,94121,,180180788-57
Medical Incident,37.72582497,-122.4423244,94112,,180181079-AM110
Other,37.71569869,-122.4009203,94134,,180181927-E44
Medical Incident,37.77830294,-122.4154368,94102,,180181046-KM09
Medical Incident,37.78383852,-122.4137755,94102,,180181152-KM06
Medical Incident,37.71760251,-122.4062683,94134,,180183051-E44
Medical Incident,37.78132126,-122.3958435,94107,,180180738-65
Medical Incident,37.79447972,-122.3947476,94105,,180180915-56
Traffic Collision,37.7881859,-122.40012,94105,,180182422-KM13
Medical Incident,37.80112513,-122.4113763,94133,,180182295-E28
Medical Incident,37.72664748,-122.393867,94124,,180181210-E17
Alarms,37.7826425,-122.4078327,94103,,180182020-T01
Medical Incident,37.77475978,-122.4164573,94103,,180182206-E29
Medical Incident,37.7479927,-122.4054236,94110,,180180087-AM120
Medical Incident,37.77346649,-122.4135469,94103,,180180179-95
Medical Incident,37.74919905,-122.4145932,94110,,180183280-AM120
Alarms,37.79862378,-122.4606347,94129,,180182237-T10
Medical Incident,37.7815854,-122.4230902,94102,,180182582-85
Medical Incident,37.78500949,-122.4187138,94109,,180182096-T03
Medical Incident,37.78439649,-122.4169005,94109,,180182634-T03
Medical Incident,37.78139834,-122.4547041,94118,,180182274-KM04
Medical Incident,37.80112513,-122.4113763,94133,,180182295-AM116
Other,37.78876833,-122.40843,94108,,180180261-T01
Structure Fire,37.73527383,-122.3914135,94124,,180182656-E42
Traffic Collision,37.77858957,-122.4116262,94103,,180181689-82
Vehicle Fire,37.72391411,-122.3914919,94124,,180180044-E17
Vehicle Fire,37.72391411,-122.3914919,94124,,180180044-T17
Medical Incident,37.78111921,-122.412597,94102,,180180423-53
Medical Incident,37.78224837,-122.4465925,94115,,180183566-KM06
Structure Fire,37.77021017,-122.445345,94117,,180181225-T12
Alarms,37.78630722,-122.4052948,94108,,180181506-B01
Medical Incident,37.74823073,-122.414919,94110,,180182607-E11
Medical Incident,37.74122196,-122.495915,94116,,180181581-E18
Medical Incident,37.77762424,-122.3999811,94107,,180181668-KM02
Medical Incident,37.75191566,-122.4655374,94116,,180182418-59
Medical Incident,37.77762424,-122.3999811,94107,,180180105-52
Alarms,37.7837893,-122.4092663,94102,,180182503-B02
Traffic Collision,37.78537343,-122.4590871,94118,,180183108-B07
Medical Incident,37.78714009,-122.4320886,94115,,180180154-E38
Outside Fire,37.78564171,-122.4179963,94109,,180183006-E03
Medical Incident,37.77626951,-122.4172576,94103,,180180134-79
Medical Incident,37.79011157,-122.4810515,94129,,180180240-93
Medical Incident,37.78153743,-122.4095183,94103,,180180946-57
