call_type,zipcode_of_incident,dispatch_time
Medical Incident,94116,2:04
Medical Incident,94123,8:21
Medical Incident,94112,1:58
Medical Incident,94111,6:27
Medical Incident,94134,2:04
Medical Incident,94121,5:06
Water Rescue,94129,4:09
Medical Incident,94115,0:41
Structure Fire,94124,2:06
Medical Incident,94116,2:50
Medical Incident,94102,1:20
Structure Fire,94118,2:00
Medical Incident,94103,1:51
Medical Incident,94122,0:23
Traffic Collision,94131,1:07
Medical Incident,94124,2:24
Medical Incident,94124,2:00
Medical Incident,94107,1:08
Medical Incident,94124,5:37
Medical Incident,94109,0:23
Traffic Collision,94131,1:00
Medical Incident,94116,0:57
Medical Incident,94132,1:23
Medical Incident,94118,3:47
Medical Incident,94129,0:55
Medical Incident,94132,2:29
Medical Incident,94116,2:03
Medical Incident,94118,0:42
Medical Incident,94102,3:08
Medical Incident,94123,1:06
Alarms,94103,3:15
Medical Incident,94108,0:33
Traffic Collision,94122,2:41
Medical Incident,94103,0:42
Medical Incident,94103,0:46
Medical Incident,94107,1:19
Medical Incident,94109,0:48
Medical Incident,94124,5:06
Water Rescue,94129,2:07
Odor (Strange / Unknown),94102,1:01
Medical Incident,94102,6:58
Medical Incident,94114,1:49
Alarms,94158,2:46
Alarms,94117,0:49
Medical Incident,94109,1:49
Medical Incident,94102,1:37
Medical Incident,94112,2:44
Structure Fire,94131,3:09
Medical Incident,94102,2:02
Alarms,94110,1:08
Medical Incident,94115,4:00
Medical Incident,94117,0:08
Medical Incident,94102,1:13
Medical Incident,94110,1:28
Medical Incident,94102,3:33
Outside Fire,94114,0:48
Medical Incident,94124,2:17
Medical Incident,94102,0:31
Traffic Collision,94103,1:19
Medical Incident,94134,1:51
Alarms,94108,1:35
Structure Fire,94115,2:29
Medical Incident,94133,1:17
Medical Incident,94105,0:27
Medical Incident,94110,3:05
Traffic Collision,94117,2:51
Alarms,94133,2:47
Medical Incident,94111,2:53
Medical Incident,94103,2:09
Medical Incident,94102,3:10
Medical Incident,94107,2:59
Medical Incident,94103,0:06:39
Medical Incident,94109,2:43
Medical Incident,94103,2:16
Medical Incident,94110,2:03
Medical Incident,94118,1:19
Traffic Collision,94133,3:40
Medical Incident,94124,2:17
Medical Incident,94116,0:37
Medical Incident,94102,5:06
Water Rescue,94129,3:00
Medical Incident,94105,0:41
Structure Fire,94124,0:49
Fuel Spill,94110,2:02
Alarms,94110,0:45
Alarms,94108,4:54
Medical Incident,94109,0:28
Medical Incident,94110,5:39
Medical Incident,94110,2:41
Medical Incident,94103,1:12
Medical Incident,94122,2:14
Medical Incident,94102,0:37
Medical Incident,94111,2:47
Medical Incident,94109,3:26
Medical Incident,94131,2:48
Alarms,94108,3:32
Medical Incident,94110,0:13
Medical Incident,94107,0:55
Medical Incident,94124,3:19
Medical Incident,94102,0:32
Medical Incident,94104,4:54
Medical Incident,94109,1:43
Medical Incident,94114,1:49
Medical Incident,94133,2:22
Medical Incident,94102,1:27
Alarms,94112,1:53
Medical Incident,94115,0:27
Medical Incident,94114,1:56
Medical Incident,94118,3:58
Medical Incident,94112,1:44
Medical Incident,94118,2:37
Medical Incident,94112,2:59
Medical Incident,94110,0:08
Structure Fire,94112,2:04
Medical Incident,94114,1:13
Medical Incident,94102,8:21
Medical Incident,94112,0:35
Medical Incident,94130,0:35
Citizen Assist / Service Call,94104,0:45
Medical Incident,94102,0:42
Medical Incident,94103,1:53
Medical Incident,94115,2:09
Medical Incident,94108,1:23
Medical Incident,94118,2:20
Vehicle Fire,94107,2:51
Medical Incident,94103,2:48
Medical Incident,94112,2:00
Structure Fire,94122,2:06
Citizen Assist / Service Call,94107,2:34
Medical Incident,94115,2:11
Medical Incident,94102,2:19
Electrical Hazard,94110,2:51
Medical Incident,94103,1:51
Medical Incident,94110,0:23
Traffic Collision,94131,1:26
Medical Incident,94123,1:20
Structure Fire,94118,2:14
Medical Incident,94102,1:38
Medical Incident,94134,0:08
Structure Fire,94112,1:15
Medical Incident,94115,3:46
Medical Incident,94105,0:13
Medical Incident,94114,0:33
Traffic Collision,94122,1:36
Medical Incident,94103,1:04
Traffic Collision,94103,0:42
Medical Incident,94102,3:26
Medical Incident,94131,0:26
Medical Incident,94102,2:43
Medical Incident,94133,0:12
Other,94103,1:35
Medical Incident,94102,2:05
Medical Incident,94117,2:58
Medical Incident,94115,2:13
Medical Incident,94109,0:16
Medical Incident,94124,3:10
Medical Incident,94107,4:04
HazMat,94107,4:24
Medical Incident,94124,3:17
Medical Incident,94134,1:48
Medical Incident,94131,4:04
Medical Incident,94105,1:15
Medical Incident,94107,2:53
Medical Incident,94118,1:08
Medical Incident,94115,2:46
Alarms,94117,2:07
Alarms,94102,2:36
Medical Incident,94107,3:01
Medical Incident,94105,2:47
Medical Incident,94103,1:51
Alarms,94108,1:42
Medical Incident,94117,5:45
Medical Incident,94114,5:06
Water Rescue,94129,3:04
Medical Incident,94103,2:34
Medical Incident,94132,3:05
Traffic Collision,94117,1:39
Medical Incident,94115,1:03
Alarms,94103,3:53
Medical Incident,94110,0:23
Traffic Collision,94131,20:25
Medical Incident,94122,0:46
Medical Incident,94107,1:36
Medical Incident,94103,1:18
Medical Incident,94133,2:48
Alarms,94108,0:55
Medical Incident,94103,1:33
Medical Incident,94105,0:31
Traffic Collision,94103,1:39
Medical Incident,94115,3:37
Alarms,94102,1:35
Medical Incident,94117,0:41
Structure Fire,94124,1:46
Medical Incident,94115,2:23
Medical Incident,94107,2:47
Medical Incident,94103,1:46
Alarms,94107,1:48
Alarms,94105,2:14
Elevator / Escalator Rescue,94108,1:08
Alarms,94109,1:12
Medical Incident,94110,2:25
Vehicle Fire,94124,1:56
Traffic Collision,94124,0:22
Medical Incident,94122,1:20
Structure Fire,94118,0:16
Medical Incident,94124,1:57
Alarms,94115,1:00
Other,94115,1:30
Alarms,94132,1:11
Medical Incident,94103,0:49
Medical Incident,94102,2:09
Medical Incident,94127,0:45
Medical Incident,94102,2:40
Medical Incident,94118,4:11
Medical Incident,94123,2:43
Medical Incident,94103,1:11
Medical Incident,94103,1:39
Medical Incident,94115,1:38
Medical Incident,94134,5:06
Water Rescue,94129,0:30
Traffic Collision,94110,1:35
Structure Fire,94115,3:53
Medical Incident,94110,2:47
Alarms,94133,0:45
Medical Incident,94105,0:55
Medical Incident,94124,1:35
Medical Incident,94108,2:09
Medical Incident,94127,1:04
Medical Incident,94114,0:00
Medical Incident,94107,2:58
Medical Incident,94115,1:49
Medical Incident,94102,0:22
Medical Incident,94122,6:54
Medical Incident,94112,4:37
Medical Incident,94102,1:51
Medical Incident,94110,1:35
Structure Fire,94115,0:16
Citizen Assist / Service Call,94132,2:19
Medical Incident,94114,3:42
Medical Incident,94115,1:10
Medical Incident,94114,1:19
Traffic Collision,94133,2:01
Alarms,94131,2:49
Medical Incident,94102,2:44
Alarms,94102,5:08
Medical Incident,94107,0:52
Medical Incident,94103,1:10
Medical Incident,94102,1:20
Structure Fire,94118,2:44
Structure Fire,94131,6:53
Citizen Assist / Service Call,94118,3:51
Medical Incident,94103,5:06
Water Rescue,94129,0:06
Medical Incident,94112,1:53
Structure Fire,94117,1:20
Structure Fire,94118,1:48
Medical Incident,94131,2:51
Alarms,94133,5:46
Medical Incident,94112,8:14
Medical Incident,94118,3:01
Medical Incident,94105,1:56
Traffic Collision,94124,5:06
Medical Incident,94124,1:32
Alarms,94117,1:42
Medical Incident,94118,2:34
Medical Incident,94132,1:53
Structure Fire,94117,5:37
Medical Incident,94109,0:45
Alarms,94122,16:04
Medical Incident,94112,0:25
Medical Incident,94134,6:54
Medical Incident,94112,5:47
Traffic Collision,94134,2:51
Medical Incident,94134,2:43
Medical Incident,94102,3:08
Medical Incident,94123,0:22
Other,94107,1:49
Medical Incident,94122,1:29
Medical Incident,94132,2:15
Medical Incident,94133,1:37
Medical Incident,94112,2:00
Structure Fire,94122,2:03
Medical Incident,94118,1:08
Medical Incident,94112,2:01
Alarms,94131,1:19
Medical Incident,94134,1:32
Medical Incident,94110,4:20
Medical Incident,94103,2:21
Medical Incident,94118,2:36
Medical Incident,94107,2:11
Medical Incident,94102,2:40
Medical Incident,94122,2:33
Medical Incident,94111,0:36
Medical Incident,94109,1:00
Medical Incident,94109,2:28
Medical Incident,94103,2:32
Medical Incident,94115,2:23
Medical Incident,94103,2:47
Medical Incident,94112,1:48
Medical Incident,94115,2:12
Medical Incident,94107,0:40
Medical Incident,94116,2:01
Alarms,94103,2:26
Medical Incident,94112,1:01
Medical Incident,94109,1:11
Medical Incident,94102,3:21
Alarms,94134,2:34
Alarms,94102,2:12
Medical Incident,94103,1:09
Alarms,94103,1:12
Medical Incident,94118,1:41
Medical Incident,94133,0:11
Medical Incident,94107,2:37
Alarms,94107,3:24
Medical Incident,94123,0:57
Traffic Collision,94103,1:21
Medical Incident,94103,2:34
Medical Incident,94124,1:58
Medical Incident,94107,10:10
Medical Incident,94112,2:04
Medical Incident,94115,3:09
Alarms,94107,1:27
Medical Incident,94109,3:02
Medical Incident,94116,2:21
Medical Incident,94112,18:21
Medical Incident,94103,1:19
Medical Incident,94102,2:43
Alarms,94102,2:20
Medical Incident,94107,0:26
Medical Incident,94109,3:48
Medical Incident,94124,3:35
Medical Incident,94109,1:14
Medical Incident,94124,0:21
Medical Incident,94103,4:10
Medical Incident,94107,2:14
Structure Fire,94107,1:14
Medical Incident,94105,1:33
Medical Incident,94105,0:10
Electrical Hazard,94115,2:39
Medical Incident,94109,3:44
Medical Incident,94114,5:46
Medical Incident,94109,3:25
Medical Incident,94103,2:58
Medical Incident,94121,5:35
Medical Incident,94107,1:39
Alarms,94122,4:20
Medical Incident,94132,1:09
Alarms,94103,2:56
Medical Incident,94124,2:10
Medical Incident,94118,3:49
Medical Incident,94114,3:50
Alarms,94107,2:38
Medical Incident,94122,0:31
Structure Fire,94109,3:13
Medical Incident,94115,1:24
Structure Fire,94124,5:39
Medical Incident,94109,4:55
Medical Incident,94102,5:34
Medical Incident,94117,1:01
Medical Incident,94109,1:34
Medical Incident,94114,1:38
Medical Incident,94102,1:55
Medical Incident,94131,1:24
Structure Fire,94124,2:29
Medical Incident,94110,0:47
Structure Fire,94110,1:00
Medical Incident,94110,1:37
Medical Incident,94102,0:23
Traffic Collision,94112,2:37
Alarms,94107,3:33
Medical Incident,94121,2:22
Traffic Collision,94117,1:45
Medical Incident,94124,1:14
Medical Incident,94110,0:54
Medical Incident,94115,1:31
Medical Incident,94110,6:42
Medical Incident,94124,0:43
Medical Incident,94103,1:17
Citizen Assist / Service Call,94118,0:28
Alarms,94124,1:44
Medical Incident,94109,0:44
Medical Incident,94117,1:21
Medical Incident,94124,2:17
Medical Incident,94109,4:07
Medical Incident,94117,2:37
Alarms,94107,4:53
Medical Incident,94110,0:34
Medical Incident,94110,0:00
Medical Incident,94102,1:19
Medical Incident,94124,2:55
Medical Incident,94133,2:04
Medical Incident,94115,3:20
Medical Incident,94112,0:30
Medical Incident,94110,0:08
Medical Incident,94124,0:00
Traffic Collision,94134,0:00
Medical Incident,94103,4:32
Medical Incident,94108,3:30
Alarms,94133,4:58
Medical Incident,94112,1:41
Medical Incident,94103,6:33
Medical Incident,94103,2:04
Medical Incident,94115,1:14
Medical Incident,94105,3:09
Alarms,94107,1:25
Medical Incident,94124,7:12
Medical Incident,94103,3:03
Medical Incident,94134,3:09
Alarms,94107,0:28
Outside Fire,94111,3:49
Medical Incident,94114,1:39
Medical Incident,94115,3:41
Alarms,94112,0:00:48
Medical Incident,94127,2:17
Medical Incident,94109,0:42
Medical Incident,94103,6:06
Medical Incident,94110,2:18
Medical Incident,94117,2:14
Structure Fire,94107,0:51
Medical Incident,94102,0:55
Medical Incident,94109,4:05
Medical Incident,94124,2:14
Structure Fire,94107,1:15
Medical Incident,94102,3:00
Medical Incident,94112,0:44
Medical Incident,94117,3:51
Medical Incident,94133,1:06
Traffic Collision,94117,2:23
Medical Incident,94103,5:08
Medical Incident,94103,0:41
Medical Incident,94122,1:18
Traffic Collision,94131,1:37
Medical Incident,94103,2:24
Medical Incident,94115,1:18
Alarms,94133,0:27
Structure Fire,94117,3:24
Medical Incident,94115,4:50
Medical Incident,94103,4:35
Medical Incident,94109,5:34
Medical Incident,94117,0:00:48
Medical Incident,94127,3:16
Medical Incident,94109,11:07
Medical Incident,94102,2:46
Alarms,94109,1:18
Alarms,94133,0:28
Alarms,94124,1:39
Medical Incident,94115,0:28
Outside Fire,94111,2:10
Medical Incident,94118,1:31
Medical Incident,94107,2:18
Medical Incident,94109,1:51
Medical Incident,94102,1:06
Alarms,94107,1:48
Alarms,94110,1:04
Medical Incident,94102,0:43
Medical Incident,94103,2:12
Medical Incident,94107,3:53
Medical Incident,94124,4:26
Traffic Collision,94118,2:37
Medical Incident,94111,1:49
Medical Incident,94133,5:42
Medical Incident,94109,0:14
Medical Incident,94103,0:00
Medical Incident,94114,1:22
Medical Incident,94105,1:46
Medical Incident,94110,4:04
Medical Incident,94112,1:32
Medical Incident,94102,1:24
Structure Fire,94124,2:16
Citizen Assist / Service Call,94133,1:44
Medical Incident,94109,1:10
Medical Incident,94103,0:14
Medical Incident,94110,5:34
Traffic Collision,94124,3:17
Medical Incident,94117,0:28
Medical Incident,94134,0:47
Medical Incident,94133,0:47
Structure Fire,94110,4:21
Medical Incident,94112,0:12
Medical Incident,94110,2:34
Alarms,94102,1:06
Alarms,94107,0:06
Structure Fire,94122,1:21
Medical Incident,94103,1:51
Medical Incident,94109,3:26
Medical Incident,94109,2:49
Medical Incident,94112,2:11
Medical Incident,94114,3:50
Alarms,94107,2:49
Medical Incident,94112,4:26
Traffic Collision,94118,2:48
Citizen Assist / Service Call,94131,2:38
Medical Incident,94115,3:58
Medical Incident,94102,2:17
Medical Incident,94109,2:14
Structure Fire,94107,2:10
Medical Incident,94118,2:55
Medical Incident,94111,13:30
Traffic Collision,94108,2:17
Medical Incident,94109,1:00
Medical Incident,94114,2:40
Medical Incident,94132,5:05
Medical Incident,94133,0:57
Medical Incident,94102,2:00
Medical Incident,94102,1:01
Medical Incident,94109,1:14
Medical Incident,94110,2:43
Medical Incident,94110,0:51
Medical Incident,94102,4:32
Medical Incident,94103,1:00
Medical Incident,94109,4:05
Medical Incident,94110,3:36
Medical Incident,94110,2:42
Medical Incident,94121,1:41
Medical Incident,94102,0:21
Medical Incident,94131,3:08
Medical Incident,94109,3:03
Medical Incident,94109,1:21
Medical Incident,94124,3:37
Odor (Strange / Unknown),94110,2:02
Medical Incident,94112,3:42
Medical Incident,94107,0:28
Outside Fire,94111,4:32
Medical Incident,94108,1:24
Structure Fire,94124,1:58
Medical Incident,94130,1:18
Traffic Collision,94131,4:14
Medical Incident,94110,5:05
Medical Incident,94133,2:19
Medical Incident,94133,3:41
Alarms,94112,1:12
Citizen Assist / Service Call,94122,0:28
Outside Fire,94111,3:04
Medical Incident,94109,3:55
Medical Incident,94104,2:36
Alarms,94114,3:24
Medical Incident,94123,0:16
Medical Incident,94114,1:42
Medical Incident,94131,0:44
Medical Incident,94110,0:53
Medical Incident,94102,4:00
Medical Incident,94110,6:15
Medical Incident,94109,1:41
Medical Incident,94133,1:27
Alarms,94123,0:00
Medical Incident,94115,0:41
Medical Incident,94122,2:39
Medical Incident,94102,3:48
Odor (Strange / Unknown),94103,2:46
Alarms,94109,4:01
Medical Incident,94121,9:43
Medical Incident,94110,1:39
Alarms,94122,2:39
Medical Incident,94109,1:12
Medical Incident,94118,1:31
Alarms,94133,2:29
Medical Incident,94117,1:27
Alarms,94123,2:34
Alarms,94102,4:14
Medical Incident,94115,2:27
Traffic Collision,94107,1:59
Traffic Collision,94109,5:24
Medical Incident,94110,1:24
Alarms,94103,2:14
Structure Fire,94107,0:52
Medical Incident,94123,1:54
Medical Incident,94118,5:13
Medical Incident,94102,1:42
Alarms,94132,2:34
Medical Incident,94105,3:03
Alarms,94103,2:05
Medical Incident,94116,1:24
Medical Incident,94102,1:24
Structure Fire,94124,9:24
Medical Incident,94110,8:01
Medical Incident,94103,2:27
Traffic Collision,94107,4:20
Medical Incident,94132,2:14
Structure Fire,94107,0:50
Alarms,94129,18:27
Medical Incident,94109,2:34
Medical Incident,94124,1:47
Medical Incident,94122,2:25
Citizen Assist / Service Call,94112,3:00
Medical Incident,94131,3:38
Medical Incident,94116,1:23
Alarms,94102,1:24
Alarms,94103,7:11
Medical Incident,94109,2:10
Outside Fire,94111,0:28
Medical Incident,94103,0:31
Structure Fire,94109,4:21
Medical Incident,94103,2:32
Medical Incident,94115,2:34
Medical Incident,94105,0:27
Medical Incident,94117,0:32
Medical Incident,94112,2:30
Medical Incident,94115,9:45
Medical Incident,94103,1:26
Medical Incident,94102,3:01
Medical Incident,94115,1:41
Medical Incident,94103,1:06
Alarms,94107,0:59
Medical Incident,94103,1:21
Alarms,94108,2:30
Medical Incident,94102,2:20
Medical Incident,94131,0:05
Structure Fire,94103,0:19
Medical Incident,94134,2:27
Medical Incident,94133,1:27
Medical Incident,94109,4:14
Medical Incident,94110,0:31
Structure Fire,94109,1:25
Medical Incident,94124,5:36
Medical Incident,94131,3:59
Medical Incident,94109,1:42
Medical Incident,94131,2:16
Medical Incident,94103,27:10:00
Medical Incident,94115,1:00
Medical Incident,94117,2:14
Structure Fire,94107,2:37
Medical Incident,94105,1:59
Medical Incident,94103,1:02:02
Medical Incident,94109,1:21
Medical Incident,94124,2:35
Alarms,94109,0:20
Traffic Collision,94108,1:11
Medical Incident,94102,4:31
Citizen Assist / Service Call,94103,3:21
Alarms,94134,1:18
Medical Incident,94121,1:54
Medical Incident,94118,0:23
Traffic Collision,94112,1:51
Medical Incident,94109,3:25
Medical Incident,94103,7:34
Medical Incident,94121,1:48
Medical Incident,94123,2:51
Medical Incident,94104,4:09
Medical Incident,94102,5:42
Medical Incident,94109,2:40
Vehicle Fire,94122,1:41
Alarms,94102,0:47
Medical Incident,94112,4:01
Medical Incident,94121,2:06
Medical Incident,94112,0:00
Other,94134,0:18
Medical Incident,94102,3:51
Medical Incident,94102,0:28
Medical Incident,94134,0:39
Medical Incident,94107,1:22
Medical Incident,94105,1:21
Traffic Collision,94105,1:46
Medical Incident,94133,2:56
Medical Incident,94124,1:34
Alarms,94103,4:21
Medical Incident,94103,0:32
Medical Incident,94110,0:21
Medical Incident,94103,0:13
Medical Incident,94110,0:50
Alarms,94129,2:39
Medical Incident,94102,1:39
Medical Incident,94109,1:00
Medical Incident,94109,1:47
Medical Incident,94118,1:46
Medical Incident,94133,2:56
Other,94108,1:24
Structure Fire,94124,0:57
Traffic Collision,94103,3:37
Vehicle Fire,94124,3:37
Vehicle Fire,94124,4:55
Medical Incident,94102,3:00
Medical Incident,94115,0:19
Structure Fire,94117,1:21
Alarms,94108,1:46
Medical Incident,94110,3:43
Medical Incident,94116,1:31
Medical Incident,94107,12:36
Medical Incident,94116,0:55
Medical Incident,94107,1:41
Alarms,94102,4:26
Traffic Collision,94118,0:54
Medical Incident,94115,0:05
Outside Fire,94109,1:13
Medical Incident,94103,3:28
Medical Incident,94129,2:30
Medical Incident,94103,4:02
Medical Incident,94112,4:21
Medical Incident,94103,0:53
Medical Incident,94102,2:02
Medical Incident,94105,2:14
Structure Fire,94107,2:04
Medical Incident,94115,2:43
Alarms,94102,19:37
Medical Incident,94109,1:37
Medical Incident,94102,0:34
Medical Incident,94117,2:12:48
Medical Incident,94124,2:33
Medical Incident,94109,0:23
Medical Incident,94110,1:58
Medical Incident,94107,1:12
Medical Incident,94109,1:38
Medical Incident,94102,4:09
Medical Incident,94102,1:23
Alarms,94102,6:51
Medical Incident,94102,5:29
Traffic Collision,94118,2:17
Medical Incident,94109,0:59
Medical Incident,94103,2:29
Medical Incident,94102,9:01
Medical Incident,94112,2:11
Medical Incident,94117,0:41
Medical Incident,94102,1:48
Alarms,94110,1:26
Medical Incident,94102,0:28
Medical Incident,94103,1:01
Alarms,94114,4:18
Medical Incident,94103,0:31
Structure Fire,94109,2:11
Medical Incident,94114,2:28
Medical Incident,94111,1:57
Medical Incident,94112,32:38:00
Medical Incident,94134,1:57
Medical Incident,94112,2:23
Medical Incident,94102,3:08
Medical Incident,94109,3:03
Alarms,94123,1:36
Traffic Collision,94103,1:07
Medical Incident,94104,3:53
Medical Incident,94124,0:36
Medical Incident,94108,2:22
Medical Incident,94102,1:43
Medical Incident,94115,3:51
Medical Incident,94103,1:40
Medical Incident,94117,5:36
Medical Incident,94131,1:48
Medical Incident,94115,1:51
Medical Incident,94109,4:05
Medical Incident,94110,1:23
Alarms,94102,0:17
Medical Incident,94102,1:14
Medical Incident,94124,1:49
Medical Incident,94110,1:19
Medical Incident,94124,2:37
Medical Incident,94105,4:18
Medical Incident,94103,2:55
Medical Incident,94133,2:14
Structure Fire,94107,5:05
Medical Incident,94109,0:32
Medical Incident,94110,0:25
Medical Incident,94110,0:47
Medical Incident,94112,3:48
Medical Incident,94124,1:36
Medical Incident,94124,0:05
Structure Fire,94103,4:46
Medical Incident,94103,12:03
Medical Incident,94134,0:44
Medical Incident,94109,0:47
Traffic Collision,94121,1:45
Medical Incident,94111,6:53
Medical Incident,94102,1:20
Medical Incident,94110,2:47
Medical Incident,94112,1:39
Alarms,94122,11:14
Citizen Assist / Service Call,94112,2:35
Alarms,94109,4:29
Medical Incident,94112,3:04
Medical Incident,94109,3:52
Medical Incident,94131,2:36
Alarms,94114,2:40
Vehicle Fire,94122,1:40
Medical Incident,94117,2:22
Medical Incident,94102,2:49
Medical Incident,94109,3:26
Medical Incident,94158,2:47
Medical Incident,94112,2:20
Outside Fire,94118,1:42
Alarms,94132,1:39
Medical Incident,94109,2:18
Medical Incident,94117,11:03
Medical Incident,94116,0:47
Medical Incident,94133,2:17
Medical Incident,94112,0:21
Medical Incident,94114,1:57
Medical Incident,94134,1:13
Medical Incident,94109,5:35
Medical Incident,94107,2:20
Medical Incident,94112,2:23
Medical Incident,94103,1:49
Medical Incident,94133,2:02
Medical Incident,94112,1:24
Structure Fire,94124,1:24
Medical Incident,94124,8:35
Medical Incident,94111,2:29
Medical Incident,94117,0:47
Structure Fire,94110,1:27
Medical Incident,94109,4:03
Medical Incident,94114,2:29
Medical Incident,94107,1:11
Medical Incident,94102,1:22
Medical Incident,94102,2:10
Medical Incident,94118,2:16
Medical Incident,94103,1:17
Medical Incident,94114,1:31
Medical Incident,94133,2:37
Medical Incident,94121,0:30
Medical Incident,94110,2:43
Medical Incident,94112,2:29
Medical Incident,94107,1:00
Medical Incident,94110,1:01
Alarms,94114,2:18
Medical Incident,94109,3:11
Medical Incident,94118,3:44
Medical Incident,94133,0:54
Medical Incident,94105,1:39
Medical Incident,94112,0:35
Medical Incident,94110,3:30
Medical Incident,94110,2:51
Medical Incident,94104,2:38
Medical Incident,94115,4:20
Medical Incident,94134,3:19
Medical Incident,94111,1:34
Alarms,94103,1:27
Medical Incident,94114,5:48
Medical Incident,94115,4:26
Traffic Collision,94118,2:25
Citizen Assist / Service Call,94158,3:13
Alarms,94110,2:27
Medical Incident,94133,5:04
Medical Incident,94124,1:54
Medical Incident,94110,3:21
Medical Incident,94103,3:47
Medical Incident,94115,2:05
Traffic Collision,94134,2:20
Medical Incident,94115,5:46
Medical Incident,94103,8:47
Medical Incident,94117,2:12
Alarms,94102,8:13
Medical Incident,94103,1:06:36
Medical Incident,94109,0:54
Medical Incident,94105,2:46
Alarms,94109,2:17
Medical Incident,94112,1:01
Medical Incident,94109,3:43
Medical Incident,94116,0:47
Traffic Collision,94121,1:18
Alarms,94133,2:19
Medical Incident,94133,0:34
Medical Incident,94110,1:43
Alarms,94103,3:02
Medical Incident,94116,4:38
Medical Incident,94109,9:47
Medical Incident,94158,4:58
Medical Incident,94112,1:27
Medical Incident,94109,2:00
Medical Incident,94102,2:28
Medical Incident,94111,2:43
Alarms,94102,2:01
Alarms,94103,1:07
Medical Incident,94104,2:40
Medical Incident,94132,1:26
Structure Fire,94117,4:33
Medical Incident,94102,0:55
Medical Incident,94102,1:34
Medical Incident,94118,4:46
Medical Incident,94103,1:43
Alarms,94103,2:20
Medical Incident,94112,1:26
Structure Fire,94117,4:03
Medical Incident,94112,0:31
Structure Fire,94109,1:48
Alarms,94110,0:31
Structure Fire,94109,3:51
Medical Incident,94103,2:44
Medical Incident,94103,1:39
Medical Incident,94103,0:27
Structure Fire,94117,1:04
Medical Incident,94111,3:59
Medical Incident,94109,1:41
Medical Incident,94103,2:59
Medical Incident,94118,1:45
Medical Incident,94124,1:57
Medical Incident,94134,2:30
Medical Incident,94103,3:13
Alarms,94110,3:08
Medical Incident,94133,1:24
Structure Fire,94124,1:20
Medical Incident,94110,4:08
Medical Incident,94117,1:36
Medical Incident,94124,3:44
Medical Incident,94158,0:43
Medical Incident,94110,10:07
Traffic Collision,94107,1:04
Medical Incident,94111,3:29
Medical Incident,94109,9:47
Medical Incident,94112,0:29
Structure Fire,94103,1:24
Medical Incident,94124,1:15
Citizen Assist / Service Call,94115,1:32
Medical Incident,94102,0:43
Medical Incident,94117,0:31
Structure Fire,94109,0:00
Medical Incident,94103,1:24
Alarms,94103,0:39
Medical Incident,94107,1:19
Medical Incident,94102,1:11
Medical Incident,94102,2:35
Alarms,94109,0:59
Medical Incident,94103,3:03
Medical Incident,94134,1:42
Alarms,94132,0:32
Medical Incident,94112,1:41
Alarms,94102,2:12
Medical Incident,94103,3:44
Medical Incident,94103,34:58:00
Medical Incident,94103,0:34
Medical Incident,94133,2:10
Medical Incident,94118,5:34
Traffic Collision,94124,0:21
Medical Incident,94114,3:03
Alarms,94103,3:50
Alarms,94107,0:32
Medical Incident,94111,1:34
Alarms,94103,1:49
Medical Incident,94110,4:43
Medical Incident,94108,4:26
Traffic Collision,94118,1:36
Medical Incident,94134,1:37
Medical Incident,94103,3:03
Alarms,94103,1:00
Medical Incident,94114,1:56
Medical Incident,94103,0:28
Alarms,94124,1:01
Alarms,94114,4:21
Medical Incident,94103,2:36
Alarms,94114,3:13
Alarms,94110,1:31
Alarms,94133,5:26
Medical Incident,94112,3:36
Medical Incident,94110,2:41
Medical Incident,94134,1:48
Medical Incident,94115,1:51
Medical Incident,94102,1:48
Medical Incident,94102,2:23
Medical Incident,94102,2:39
Medical Incident,94103,1:58
Medical Incident,94130,0:25
Medical Incident,94110,4:10
Medical Incident,94107,2:56
Medical Incident,94110,1:59
Traffic Collision,94109,49:02:00
Medical Incident,94103,5:05
Medical Incident,94133,1:55
Medical Incident,94131,3:44
Medical Incident,94114,2:29
Medical Incident,94107,0:50
Alarms,94129,0:50
Medical Incident,94124,2:12
Medical Incident,94121,11:56
Citizen Assist / Service Call,94133,1:12
Medical Incident,94109,1:48
Medical Incident,94115,3:28
Medical Incident,94105,1:27
Medical Incident,94109,0:28
Outside Fire,94111,3:10
Medical Incident,94109,1:17
Medical Incident,94114,3:30
Medical Incident,94110,4:06
Medical Incident,94110,1:54
Medical Incident,94110,1:29
Medical Incident,94123,2:42
Medical Incident,94121,0:17
Medical Incident,94124,1:47
Medical Incident,94103,5:39
Medical Incident,94109,1:21
Alarms,94108,0:17
Medical Incident,94124,4:02
Medical Incident,94112,3:24
Medical Incident,94115,1:13
Medical Incident,94109,21:02
Medical Incident,94115,0:49
Medical Incident,94133,3:21
Alarms,94134,2:25
Traffic Collision,94103,1:59
Medical Incident,94103,3:26
Medical Incident,94158,0:46
Medical Incident,94102,1:31
Medical Incident,94133,0:57
Medical Incident,94102,1:27
Alarms,94123,0:23
Medical Incident,94110,2:12
Alarms,94102,2:49
Medical Incident,94109,1:06
Traffic Collision,94117,1:11
Medical Incident,94102,1:21
Medical Incident,94124,4:26
Medical Incident,94103,4:05
Medical Incident,94124,4:26
Medical Incident,94158,3:44
Medical Incident,94133,1:04
Medical Incident,94102,1:24
Structure Fire,94124,3:21
Medical Incident,94103,3:33
