,call_type,received_timestamp,row_id,zipcode_of_incident
5606,Medical Incident,2018-01-18 12:33:39.000000 UTC,180181716-73,94158
5607,Medical Incident,2018-01-18 19:21:31.000000 UTC,180183445-57,94112
5608,Medical Incident,2018-01-18 03:01:29.000000 UTC,180180219-E03,94109
5609,Medical Incident,2018-01-18 12:22:37.000000 UTC,180181635-AM102,94102
5610,Medical Incident,2018-01-18 18:31:43.000000 UTC,180183223-E13,94111
5611,Alarms,2018-01-18 11:57:35.000000 UTC,180181561-B02,94102
5612,Alarms,2018-01-18 09:19:44.000000 UTC,180180977-E29,94103
5613,Medical Incident,2018-01-18 09:59:49.000000 UTC,180181125-91,94104
5614,Medical Incident,2018-01-18 23:53:52.000000 UTC,180184188-93,94132
5615,Structure Fire,2018-01-18 03:10:26.000000 UTC,180180231-E21,94117
5616,Medical Incident,2018-01-18 08:56:42.000000 UTC,180180888-E03,94102
5617,Medical Incident,2018-01-18 18:06:44.000000 UTC,180183103-AM116,94102
5618,Medical Incident,2018-01-18 02:24:23.000000 UTC,180180173-93,94118
5619,Medical Incident,2018-01-18 09:04:53.000000 UTC,180180920-E05,94103
5620,Alarms,2018-01-18 12:28:47.000000 UTC,180181664-T01,94103
5621,Medical Incident,2018-01-18 12:43:54.000000 UTC,180181733-50,94112
5622,Structure Fire,2018-01-18 03:10:26.000000 UTC,180180231-T12,94117
5623,Medical Incident,2018-01-18 15:24:51.000000 UTC,180182429-50,94112
5624,Structure Fire,2018-01-18 12:38:34.000000 UTC,180181698-B01,94109
5625,Alarms,2018-01-18 11:41:16.000000 UTC,180181493-T07,94110
5626,Structure Fire,2018-01-18 12:38:34.000000 UTC,180181698-88,94109
5627,Medical Incident,2018-01-18 15:04:59.000000 UTC,180182343-66,94103
5628,Medical Incident,2018-01-18 20:35:59.000000 UTC,180183652-E03,94103
5629,Medical Incident,2018-01-18 11:59:27.000000 UTC,180181560-KM11,94103
5630,Structure Fire,2018-01-18 02:04:53.000000 UTC,180180152-T12,94117
5631,Medical Incident,2018-01-18 09:29:17.000000 UTC,180181009-83,94111
5632,Medical Incident,2018-01-18 18:12:08.000000 UTC,180183153-E03,94109
5633,Medical Incident,2018-01-18 11:48:43.000000 UTC,180181525-KM13,94103
5634,Medical Incident,2018-01-18 23:40:16.000000 UTC,180184154-68,94118
5635,Medical Incident,2018-01-18 14:56:15.000000 UTC,180182301-E17,94124
5636,Medical Incident,2018-01-18 16:44:25.000000 UTC,180182747-E43,94134
5637,Medical Incident,2018-01-18 09:14:11.000000 UTC,180180946-E36,94103
5638,Alarms,2018-01-18 18:47:00.000000 UTC,180183290-T07,94110
5639,Medical Incident,2018-01-18 23:24:22.000000 UTC,180184115-66,94133
5640,Structure Fire,2018-01-18 16:25:42.000000 UTC,180182656-58,94124
5641,Medical Incident,2018-01-18 18:21:09.000000 UTC,180183173-E11,94110
5642,Medical Incident,2018-01-18 04:07:23.000000 UTC,180180276-84,94117
5643,Medical Incident,2018-01-18 05:25:35.000000 UTC,180180355-62,94124
5644,Medical Incident,2018-01-18 14:22:36.000000 UTC,180182188-63,94158
5645,Medical Incident,2018-01-18 00:59:27.000000 UTC,180180087-E09,94110
5646,Traffic Collision,2018-01-18 09:33:15.000000 UTC,180181023-53,94107
5647,Medical Incident,2018-01-18 09:29:17.000000 UTC,180181009-T13,94111
5648,Medical Incident,2018-01-18 05:09:34.000000 UTC,180180341-57,94109
5649,Medical Incident,2018-01-18 03:05:10.000000 UTC,180180223-AM118,94112
5650,Structure Fire,2018-01-18 14:49:38.000000 UTC,180182275-E06,94103
5651,Medical Incident,2018-01-18 07:49:43.000000 UTC,180180647-E17,94124
5652,Citizen Assist / Service Call,2018-01-18 15:23:13.000000 UTC,180182409-T05,94115
5653,Medical Incident,2018-01-18 18:25:21.000000 UTC,180183190-81,94102
5654,Medical Incident,2018-01-18 23:27:32.000000 UTC,180184117-57,94117
5655,Structure Fire,2018-01-18 12:38:34.000000 UTC,180181698-E41,94109
5656,Medical Incident,2018-01-18 19:32:30.000000 UTC,180183461-E29,94103
5657,Alarms,2018-01-18 12:10:55.000000 UTC,180181600-B02,94103
5658,Medical Incident,2018-01-18 08:18:56.000000 UTC,180180738-T08,94107
5659,Medical Incident,2018-01-18 15:41:21.000000 UTC,180182470-E01,94102
5660,Medical Incident,2018-01-18 22:11:49.000000 UTC,180183915-E03,94102
5661,Alarms,2018-01-18 03:43:48.000000 UTC,180180255-B01,94109
5662,Medical Incident,2018-01-18 00:16:56.000000 UTC,180180027-E08,94103
5663,Medical Incident,2018-01-18 23:28:55.000000 UTC,180184123-E44,94134
5664,Alarms,2018-01-18 15:15:07.000000 UTC,180182383-B09,94132
5665,Medical Incident,2018-01-18 03:05:10.000000 UTC,180180223-75,94112
5666,Alarms,2018-01-18 15:48:32.000000 UTC,180182503-T01,94102
5667,Medical Incident,2018-01-18 01:23:07.000000 UTC,180180112-E01,94103
5668,Medical Incident,2018-01-18 16:30:24.000000 UTC,180182674-67,94103
5669,Medical Incident,2018-01-18 16:01:57.000000 UTC,180182555-EMS6,94103
5670,Medical Incident,2018-01-18 12:22:35.000000 UTC,180181634-E28,94133
5671,Medical Incident,2018-01-18 23:40:16.000000 UTC,180184154-KM03,94118
5672,Traffic Collision,2018-01-18 19:23:18.000000 UTC,180183452-61,94124
5673,Medical Incident,2018-01-18 20:09:57.000000 UTC,180183581-81,94114
5674,Alarms,2018-01-18 16:15:52.000000 UTC,180182618-T01,94103
5675,Alarms,2018-01-18 17:20:25.000000 UTC,180182937-B03,94107
5676,Medical Incident,2018-01-18 10:58:59.000000 UTC,180181337-KM11,94111
5677,Alarms,2018-01-18 13:44:32.000000 UTC,180182020-E03,94103
5678,Medical Incident,2018-01-18 23:10:32.000000 UTC,180184075-60,94110
5679,Medical Incident,2018-01-18 14:04:36.000000 UTC,180182124-KM11,94108
5680,Traffic Collision,2018-01-18 18:03:56.000000 UTC,180183108-RS1,94118
5681,Medical Incident,2018-01-18 09:12:36.000000 UTC,180180939-74,94134
5682,Medical Incident,2018-01-18 12:27:53.000000 UTC,180181658-E07,94103
5683,Alarms,2018-01-18 16:15:52.000000 UTC,180182618-B02,94103
5684,Medical Incident,2018-01-18 16:02:34.000000 UTC,180182559-E06,94114
5685,Medical Incident,2018-01-18 20:35:59.000000 UTC,180183652-RS1,94103
5686,Alarms,2018-01-18 20:40:14.000000 UTC,180183663-E17,94124
5687,Alarms,2018-01-18 12:09:00.000000 UTC,180181594-B06,94114
5688,Medical Incident,2018-01-18 14:26:43.000000 UTC,180182206-AM126,94103
5689,Alarms,2018-01-18 15:05:29.000000 UTC,180182342-E12,94114
5690,Alarms,2018-01-18 18:47:00.000000 UTC,180183290-B10,94110
5691,Alarms,2018-01-18 11:08:36.000000 UTC,180181372-T13,94133
5692,Medical Incident,2018-01-18 18:53:51.000000 UTC,180183314-KM04,94112
5693,Medical Incident,2018-01-18 11:07:22.000000 UTC,180181375-88,94110
5694,Medical Incident,2018-01-18 09:50:54.000000 UTC,180181094-E43,94134
5695,Medical Incident,2018-01-18 16:59:34.000000 UTC,180182831-E38,94115
5696,Medical Incident,2018-01-18 13:31:54.000000 UTC,180181945-E36,94102
5697,Medical Incident,2018-01-18 06:43:13.000000 UTC,180180469-85,94102
5698,Medical Incident,2018-01-18 20:43:43.000000 UTC,180183674-KM03,94102
5699,Medical Incident,2018-01-18 19:03:50.000000 UTC,180183360-64,94103
5700,Medical Incident,2018-01-18 08:50:58.000000 UTC,180180853-RA48,94130
5701,Medical Incident,2018-01-18 00:44:32.000000 UTC,180180069-E11,94110
5702,Medical Incident,2018-01-18 00:06:19.000000 UTC,180180015-E01,94107
5703,Medical Incident,2018-01-18 18:45:41.000000 UTC,180183281-84,94110
5704,Traffic Collision,2018-01-18 08:15:58.000000 UTC,180180729-KM11,94109
5705,Medical Incident,2018-01-18 11:48:43.000000 UTC,180181525-T01,94103
5706,Medical Incident,2018-01-18 08:20:11.000000 UTC,180180753-60,94133
5707,Medical Incident,2018-01-18 06:00:26.000000 UTC,180180400-E32,94131
5708,Medical Incident,2018-01-18 19:25:35.000000 UTC,180183453-E05,94114
5709,Medical Incident,2018-01-18 12:10:25.000000 UTC,180181603-E37,94107
5710,Alarms,2018-01-18 14:37:45.000000 UTC,180182237-E16,94129
5711,Medical Incident,2018-01-18 16:55:46.000000 UTC,180182795-63,94124
5712,Medical Incident,2018-01-18 20:01:52.000000 UTC,180183557-71,94121
5713,Citizen Assist / Service Call,2018-01-18 11:42:12.000000 UTC,180181498-T13,94133
5714,Medical Incident,2018-01-18 13:10:48.000000 UTC,180181848-E03,94109
5715,Medical Incident,2018-01-18 23:07:37.000000 UTC,180184069-85,94115
5716,Medical Incident,2018-01-18 08:38:34.000000 UTC,180180808-65,94105
5717,Medical Incident,2018-01-18 03:01:29.000000 UTC,180180219-T03,94109
5718,Outside Fire,2018-01-18 07:39:50.000000 UTC,180180609-E35,94111
5719,Medical Incident,2018-01-18 14:26:16.000000 UTC,180182197-KM02,94109
5720,Medical Incident,2018-01-18 11:25:08.000000 UTC,180181419-AM108,94114
5721,Medical Incident,2018-01-18 18:26:46.000000 UTC,180183200-T11,94110
5722,Medical Incident,2018-01-18 12:39:55.000000 UTC,180181717-75,94110
5723,Medical Incident,2018-01-18 20:12:14.000000 UTC,180183592-E07,94110
5724,Medical Incident,2018-01-18 16:13:12.000000 UTC,180182602-86,94123
5725,Medical Incident,2018-01-18 09:48:30.000000 UTC,180181082-AM106,94121
5726,Medical Incident,2018-01-18 23:47:15.000000 UTC,180184172-71,94124
5727,Medical Incident,2018-01-18 15:23:57.000000 UTC,180182412-RS1,94103
5728,Medical Incident,2018-01-18 19:54:11.000000 UTC,180183534-66,94109
5729,Alarms,2018-01-18 11:44:44.000000 UTC,180181506-E03,94108
5730,Medical Incident,2018-01-18 23:47:15.000000 UTC,180184172-E42,94124
5731,Medical Incident,2018-01-18 08:51:31.000000 UTC,180180859-E33,94112
5732,Medical Incident,2018-01-18 12:50:13.000000 UTC,180181764-E38,94115
5733,Medical Incident,2018-01-18 21:22:29.000000 UTC,180183787-85,94109
5734,Medical Incident,2018-01-18 13:01:27.000000 UTC,180181806-E36,94115
5735,Medical Incident,2018-01-18 23:18:33.000000 UTC,180184092-95,94133
5736,Alarms,2018-01-18 04:00:06.000000 UTC,180180268-T15,94134
5737,Traffic Collision,2018-01-18 12:36:06.000000 UTC,180181689-T01,94103
5738,Medical Incident,2018-01-18 08:03:23.000000 UTC,180180695-RS1,94103
5739,Medical Incident,2018-01-18 22:36:20.000000 UTC,180183995-E04,94158
5740,Medical Incident,2018-01-18 16:33:45.000000 UTC,180182676-66,94102
5741,Medical Incident,2018-01-18 04:51:47.000000 UTC,180180325-E02,94133
5742,Medical Incident,2018-01-18 01:28:14.000000 UTC,180180116-E03,94102
5743,Alarms,2018-01-18 12:53:23.000000 UTC,180181769-E10,94123
5744,Medical Incident,2018-01-18 22:58:45.000000 UTC,180184044-62,94110
5745,Alarms,2018-01-18 01:30:01.000000 UTC,180180123-E01,94102
5746,Medical Incident,2018-01-18 14:17:44.000000 UTC,180182159-E41,94109
5747,Traffic Collision,2018-01-18 20:52:16.000000 UTC,180183699-E21,94117
5748,Medical Incident,2018-01-18 11:32:17.000000 UTC,180181458-E03,94102
5749,Medical Incident,2018-01-18 09:40:43.000000 UTC,180181052-E17,94124
5750,Medical Incident,2018-01-18 11:54:21.000000 UTC,180181552-KM11,94103
5751,Medical Incident,2018-01-18 07:10:26.000000 UTC,180180536-E25,94124
5752,Medical Incident,2018-01-18 17:12:04.000000 UTC,180182903-E04,94158
5753,Medical Incident,2018-01-18 19:34:50.000000 UTC,180183478-E28,94133
5754,Medical Incident,2018-01-18 15:21:30.000000 UTC,180182397-E05,94102
5755,Structure Fire,2018-01-18 16:25:42.000000 UTC,180182656-D3,94124
5756,Medical Incident,2018-01-18 16:40:50.000000 UTC,180182725-87,94103
5757,Medical Incident,2018-01-18 15:02:29.000000 UTC,180182332-88,94121
5758,Medical Incident,2018-01-18 20:01:52.000000 UTC,180183557-E31,94121
5759,Alarms,2018-01-18 12:58:08.000000 UTC,180181795-E43,94112
5760,Alarms,2018-01-18 14:37:45.000000 UTC,180182237-E51,94129
5761,Citizen Assist / Service Call,2018-01-18 18:47:58.000000 UTC,180183292-71,94131
5762,Medical Incident,2018-01-18 09:45:37.000000 UTC,180181070-E21,94117
5763,Medical Incident,2018-01-18 12:39:28.000000 UTC,180181712-81,94103
5764,Medical Incident,2018-01-18 02:24:23.000000 UTC,180180173-E31,94118
5765,Structure Fire,2018-01-18 10:30:12.000000 UTC,180181225-E12,94117
5766,Medical Incident,2018-01-18 09:41:25.000000 UTC,180181050-AM126,94109
5767,Medical Incident,2018-01-18 07:22:49.000000 UTC,180180571-E32,94112
5768,Medical Incident,2018-01-18 02:56:53.000000 UTC,180180215-53,94103
5769,Traffic Collision,2018-01-18 23:46:41.000000 UTC,180184169-AM124,94103
5770,Medical Incident,2018-01-18 16:23:25.000000 UTC,180182658-E01,94103
5771,Medical Incident,2018-01-18 08:57:35.000000 UTC,180180878-55,94102
5772,Structure Fire,2018-01-18 12:38:34.000000 UTC,180181698-T05,94109
5773,Alarms,2018-01-18 12:28:47.000000 UTC,180181664-E03,94103
5774,Medical Incident,2018-01-18 06:38:21.000000 UTC,180180456-65,94110
5775,Medical Incident,2018-01-18 18:26:46.000000 UTC,180183200-E11,94110
5776,Medical Incident,2018-01-18 02:38:23.000000 UTC,180180192-AM120,94110
5777,Medical Incident,2018-01-18 12:22:35.000000 UTC,180181634-79,94133
5778,Medical Incident,2018-01-18 23:24:22.000000 UTC,180184115-E28,94133
5779,Medical Incident,2018-01-18 09:07:49.000000 UTC,180180923-T08,94103
5780,Traffic Collision,2018-01-18 18:03:56.000000 UTC,180183108-T16,94118
5781,Medical Incident,2018-01-18 19:03:50.000000 UTC,180183360-E08,94103
5782,Structure Fire,2018-01-18 19:07:50.000000 UTC,180183370-T18,94122
5783,Medical Incident,2018-01-18 05:45:48.000000 UTC,180180384-71,94102
5784,Medical Incident,2018-01-18 17:12:04.000000 UTC,180182903-87,94158
5785,Medical Incident,2018-01-18 14:17:44.000000 UTC,180182159-AM102,94109
5786,Medical Incident,2018-01-18 11:46:12.000000 UTC,180181517-KM04,94115
5787,Structure Fire,2018-01-18 16:25:42.000000 UTC,180182656-RS2,94124
5788,Medical Incident,2018-01-18 19:09:10.000000 UTC,180183389-60,94103
5789,Medical Incident,2018-01-18 16:42:11.000000 UTC,180182729-58,94124
5790,Medical Incident,2018-01-18 08:50:58.000000 UTC,180180853-AM126,94130
5791,Medical Incident,2018-01-18 07:26:36.000000 UTC,180180578-AM126,94107
5792,Medical Incident,2018-01-18 16:26:23.000000 UTC,180182651-AM116,94102
5793,Medical Incident,2018-01-18 16:39:37.000000 UTC,180182710-E36,94102
5794,Medical Incident,2018-01-18 23:02:13.000000 UTC,180184053-84,94116
5795,Medical Incident,2018-01-18 16:47:29.000000 UTC,180182757-E41,94109
5796,Medical Incident,2018-01-18 12:50:24.000000 UTC,180181756-KM06,94116
5797,Traffic Collision,2018-01-18 07:14:52.000000 UTC,180180543-E21,94117
5798,Medical Incident,2018-01-18 20:45:48.000000 UTC,180183683-67,94109
5799,Medical Incident,2018-01-18 00:18:14.000000 UTC,180180034-84,94112
5800,Medical Incident,2018-01-18 20:54:30.000000 UTC,180183710-E03,94102
5801,Medical Incident,2018-01-18 02:24:23.000000 UTC,180180173-RC2,94118
5802,Medical Incident,2018-01-18 12:39:28.000000 UTC,180181712-E05,94103
5803,Medical Incident,2018-01-18 11:42:56.000000 UTC,180181492-57,94134
5804,Medical Incident,2018-01-18 23:58:53.000000 UTC,180190004-AM116,94103
5805,Alarms,2018-01-18 11:08:36.000000 UTC,180181372-E28,94133
5806,Medical Incident,2018-01-18 15:23:57.000000 UTC,180182412-AM108,94103
5807,Medical Incident,2018-01-18 14:17:19.000000 UTC,180182164-E36,94102
5808,Other,2018-01-18 18:28:43.000000 UTC,180183220-T14,94118
5809,Medical Incident,2018-01-18 08:56:42.000000 UTC,180180888-53,94102
5810,Medical Incident,2018-01-18 10:17:54.000000 UTC,180181188-63,94110
5811,Citizen Assist / Service Call,2018-01-18 19:59:54.000000 UTC,180183549-T12,94117
5812,Traffic Collision,2018-01-18 15:26:51.000000 UTC,180182422-E35,94105
5813,Alarms,2018-01-18 11:08:36.000000 UTC,180181372-E02,94133
5814,Medical Incident,2018-01-18 20:35:59.000000 UTC,180183652-KM07,94103
5815,Medical Incident,2018-01-18 05:36:42.000000 UTC,180180371-E15,94112
5816,Medical Incident,2018-01-18 09:15:37.000000 UTC,180180957-KM08,94110
5817,Outside Fire,2018-01-18 16:55:09.000000 UTC,180182791-E17,94124
5818,Medical Incident,2018-01-18 16:22:10.000000 UTC,180182634-E03,94109
5819,Medical Incident,2018-01-18 16:01:57.000000 UTC,180182555-E36,94103
5820,Medical Incident,2018-01-18 21:50:43.000000 UTC,180183872-79,94115
5821,Medical Incident,2018-01-18 09:50:54.000000 UTC,180181094-RC4,94134
5822,Medical Incident,2018-01-18 10:51:03.000000 UTC,180181297-KM13,94123
5823,Citizen Assist / Service Call,2018-01-18 20:52:31.000000 UTC,180183704-T05,94115
5824,Medical Incident,2018-01-18 07:47:43.000000 UTC,180180645-AM102,94115
5825,Medical Incident,2018-01-18 09:44:59.000000 UTC,180181072-59,94118
5826,Alarms,2018-01-18 09:19:44.000000 UTC,180180977-B02,94103
5827,Structure Fire,2018-01-18 12:38:34.000000 UTC,180181698-B04,94109
5828,Medical Incident,2018-01-18 18:42:08.000000 UTC,180183263-73,94109
5829,Medical Incident,2018-01-18 08:38:34.000000 UTC,180180808-RS1,94105
5830,Medical Incident,2018-01-18 07:17:11.000000 UTC,180180552-E13,94108
5831,Traffic Collision,2018-01-18 05:55:46.000000 UTC,180180392-82,94108
5832,Medical Incident,2018-01-18 14:00:03.000000 UTC,180182086-E36,94103
5833,Citizen Assist / Service Call,2018-01-18 11:42:12.000000 UTC,180181498-T15,94133
5834,Medical Incident,2018-01-18 13:14:40.000000 UTC,180181857-T03,94102
5835,Medical Incident,2018-01-18 07:17:11.000000 UTC,180180552-63,94108
5836,Outside Fire,2018-01-18 05:28:55.000000 UTC,180180362-E03,94109
5837,Medical Incident,2018-01-18 15:44:45.000000 UTC,180182483-KM11,94111
5838,Medical Incident,2018-01-18 14:46:12.000000 UTC,180182262-86,94109
5839,Medical Incident,2018-01-18 18:56:15.000000 UTC,180183321-87,94114
5840,Medical Incident,2018-01-18 10:58:59.000000 UTC,180181337-E13,94111
5841,Medical Incident,2018-01-18 22:11:49.000000 UTC,180183915-71,94102
5842,Medical Incident,2018-01-18 09:05:26.000000 UTC,180180915-RC1,94105
5843,Alarms,2018-01-18 10:37:45.000000 UTC,180181249-E03,94103
5844,Medical Incident,2018-01-18 21:38:18.000000 UTC,180183841-73,94115
5845,Structure Fire,2018-01-18 12:38:34.000000 UTC,180181698-RS1,94109
5846,Medical Incident,2018-01-18 09:15:01.000000 UTC,180180954-E13,94107
5847,Medical Incident,2018-01-18 12:30:04.000000 UTC,180181677-E15,94112
5848,Medical Incident,2018-01-18 07:05:33.000000 UTC,180180529-79,94112
5849,Structure Fire,2018-01-18 14:49:38.000000 UTC,180182275-T06,94103
5850,Medical Incident,2018-01-18 08:31:22.000000 UTC,180180783-T03,94102
5851,Medical Incident,2018-01-18 12:12:38.000000 UTC,180181610-58,94116
5852,Alarms,2018-01-18 01:30:01.000000 UTC,180180123-B01,94102
5853,Medical Incident,2018-01-18 07:55:57.000000 UTC,180180663-62,94114
5854,Medical Incident,2018-01-18 18:53:51.000000 UTC,180183314-E15,94112
5855,Medical Incident,2018-01-18 08:32:28.000000 UTC,180180811-61,94112
5856,Structure Fire,2018-01-18 19:53:01.000000 UTC,180183532-E04,94107
5857,Medical Incident,2018-01-18 16:38:28.000000 UTC,180182713-64,94109
5858,Gas Leak (Natural and LP Gases),2018-01-17 08:55:25.000000 UTC,180170982-T17,94124
5859,Medical Incident,2018-01-17 09:11:39.000000 UTC,180171064-74,94124
5860,Medical Incident,2018-01-17 09:03:02.000000 UTC,180171014-77,94110
5861,Medical Incident,2018-01-17 00:09:46.000000 UTC,180170022-87,94108
5862,Medical Incident,2018-01-17 16:44:36.000000 UTC,180172980-E36,94102
5863,Medical Incident,2018-01-17 12:19:57.000000 UTC,180171870-E01,94103
5864,Medical Incident,2018-01-17 05:23:28.000000 UTC,180170443-89,94109
5865,Medical Incident,2018-01-17 17:05:56.000000 UTC,180173079-E08,94107
5866,Electrical Hazard,2018-01-17 19:01:06.000000 UTC,180173571-E38,94115
5867,Other,2018-01-17 14:22:55.000000 UTC,180172352-93,94110
5868,Medical Incident,2018-01-17 13:52:16.000000 UTC,180172257-83,94105
5869,Medical Incident,2018-01-17 19:00:35.000000 UTC,180173564-58,94122
5870,Structure Fire,2018-01-17 20:56:31.000000 UTC,180173919-T12,94117
5871,Medical Incident,2018-01-17 11:27:01.000000 UTC,180171669-E43,94112
5872,Medical Incident,2018-01-17 20:47:24.000000 UTC,180173887-E12,94117
5873,Traffic Collision,2018-01-17 12:30:30.000000 UTC,180171907-E08,94103
5874,Medical Incident,2018-01-17 00:50:40.000000 UTC,180170103-57,94117
5875,Structure Fire,2018-01-17 02:29:53.000000 UTC,180170242-T15,94112
5876,Traffic Collision,2018-01-17 06:22:50.000000 UTC,180170520-70,94112
5877,Structure Fire,2018-01-17 14:00:55.000000 UTC,180172281-RS1,94103
5878,Medical Incident,2018-01-17 04:17:04.000000 UTC,180170369-84,94116
5879,Medical Incident,2018-01-17 09:35:00.000000 UTC,180171179-61,94114
5880,Medical Incident,2018-01-17 11:37:40.000000 UTC,180171709-65,94112
5881,Medical Incident,2018-01-17 16:54:37.000000 UTC,180173040-62,94116
5882,Structure Fire,2018-01-17 06:47:13.000000 UTC,180170566-T06,94103
5883,Structure Fire,2018-01-17 02:29:53.000000 UTC,180170242-B08,94112
5884,Alarms,2018-01-17 18:01:59.000000 UTC,180173327-B07,94118
5885,Structure Fire,2018-01-17 20:01:01.000000 UTC,180173754-RS2,94114
5886,Traffic Collision,2018-01-17 16:43:08.000000 UTC,180172965-RC4,94112
5887,Medical Incident,2018-01-17 21:18:40.000000 UTC,180173970-82,94102
5888,Medical Incident,2018-01-17 10:44:28.000000 UTC,180171496-KM01,94109
5889,Medical Incident,2018-01-17 15:15:06.000000 UTC,180172565-59,94108
5890,Medical Incident,2018-01-17 13:59:00.000000 UTC,180172280-E05,94114
5891,Gas Leak (Natural and LP Gases),2018-01-17 05:49:35.000000 UTC,180170469-T17,94124
5892,Structure Fire,2018-01-17 22:54:22.000000 UTC,180174230-T12,94117
5893,Gas Leak (Natural and LP Gases),2018-01-17 05:49:35.000000 UTC,180170469-B10,94124
5894,Medical Incident,2018-01-17 09:12:35.000000 UTC,180171059-78,94122
5895,Medical Incident,2018-01-17 20:35:53.000000 UTC,180173851-57,94107
5896,Medical Incident,2018-01-17 20:55:20.000000 UTC,180173913-70,94115
5897,Medical Incident,2018-01-17 22:00:51.000000 UTC,180174086-RC1,94102
5898,Alarms,2018-01-17 22:06:53.000000 UTC,180174110-T03,94102
5899,Medical Incident,2018-01-17 12:55:47.000000 UTC,180172014-79,94102
5900,Medical Incident,2018-01-17 10:16:35.000000 UTC,180171371-E21,94117
5901,Structure Fire,2018-01-17 02:29:53.000000 UTC,180170242-E39,94112
5902,Alarms,2018-01-17 10:42:37.000000 UTC,180171491-E01,94102
5903,Medical Incident,2018-01-17 15:39:56.000000 UTC,180172677-E07,94110
5904,Medical Incident,2018-01-17 12:36:03.000000 UTC,180171935-74,94103
5905,Structure Fire,2018-01-17 20:01:01.000000 UTC,180173754-B05,94114
5906,Medical Incident,2018-01-17 08:56:05.000000 UTC,180170983-75,94116
5907,Structure Fire,2018-01-17 02:29:53.000000 UTC,180170242-53,94112
5908,Medical Incident,2018-01-17 16:13:19.000000 UTC,180172835-KM06,94115
5909,Medical Incident,2018-01-17 12:07:07.000000 UTC,180171823-89,94158
5910,Medical Incident,2018-01-17 12:36:17.000000 UTC,180171943-77,94112
5911,Medical Incident,2018-01-17 18:05:28.000000 UTC,180173334-KM01,94109
5912,Medical Incident,2018-01-17 12:28:11.000000 UTC,180171902-63,94132
5913,Medical Incident,2018-01-17 02:45:04.000000 UTC,180170261-72,94133
5914,Medical Incident,2018-01-17 14:59:35.000000 UTC,180172497-57,94110
5915,Medical Incident,2018-01-17 23:23:04.000000 UTC,180174303-E03,94109
5916,Medical Incident,2018-01-17 10:37:55.000000 UTC,180171472-E03,94102
5917,Medical Incident,2018-01-17 07:14:06.000000 UTC,180170635-60,94131
5918,Medical Incident,2018-01-17 16:39:20.000000 UTC,180172948-95,94134
5919,Medical Incident,2018-01-17 01:00:28.000000 UTC,180170124-93,94118
5920,Medical Incident,2018-01-17 17:45:20.000000 UTC,180173232-79,94158
5921,Medical Incident,2018-01-17 13:19:19.000000 UTC,180172115-81,94134
5922,Medical Incident,2018-01-17 05:18:36.000000 UTC,180170438-95,94117
5923,Medical Incident,2018-01-17 13:23:25.000000 UTC,180172143-AM102,94103
5924,Medical Incident,2018-01-17 00:18:19.000000 UTC,180170037-84,94114
5925,Medical Incident,2018-01-17 16:24:17.000000 UTC,180172891-88,94110
5926,Medical Incident,2018-01-17 06:48:51.000000 UTC,180170570-E08,94107
5927,Alarms,2018-01-17 22:06:53.000000 UTC,180174110-B04,94102
5928,Structure Fire,2018-01-17 20:01:01.000000 UTC,180173754-T12,94114
5929,Medical Incident,2018-01-17 14:03:24.000000 UTC,180172297-E19,94132
5930,Medical Incident,2018-01-17 02:25:43.000000 UTC,180170232-E17,94124
5931,Medical Incident,2018-01-17 10:44:31.000000 UTC,180171493-AM126,94110
5932,Medical Incident,2018-01-17 11:56:34.000000 UTC,180171777-62,94110
5933,Medical Incident,2018-01-17 00:08:38.000000 UTC,180170014-E03,94102
5934,Medical Incident,2018-01-17 13:22:33.000000 UTC,180172133-E06,94114
5935,Medical Incident,2018-01-17 23:21:52.000000 UTC,180174295-E11,94110
5936,Medical Incident,2018-01-17 19:50:58.000000 UTC,180173731-E17,94124
5937,Medical Incident,2018-01-17 08:43:15.000000 UTC,180170938-E38,94115
5938,Medical Incident,2018-01-17 08:04:46.000000 UTC,180170783-E29,94103
5939,Alarms,2018-01-17 13:44:49.000000 UTC,180172231-B10,94110
5940,Traffic Collision,2018-01-17 18:50:34.000000 UTC,180173523-T03,94102
5941,Medical Incident,2018-01-17 16:24:17.000000 UTC,180172891-RS2,94110
5942,Medical Incident,2018-01-17 08:21:57.000000 UTC,180170854-E31,94118
5943,Medical Incident,2018-01-17 09:00:07.000000 UTC,180170997-KM13,94122
5944,Medical Incident,2018-01-17 04:20:30.000000 UTC,180170378-E36,94103
5945,Gas Leak (Natural and LP Gases),2018-01-17 08:55:25.000000 UTC,180170982-B10,94124
5946,Medical Incident,2018-01-17 08:04:46.000000 UTC,180170783-57,94103
5947,Medical Incident,2018-01-17 10:22:39.000000 UTC,180171399-KM13,94118
5948,Medical Incident,2018-01-17 06:54:12.000000 UTC,180170582-71,94115
5949,Traffic Collision,2018-01-17 16:43:08.000000 UTC,180172965-62,94112
5950,Alarms,2018-01-17 10:25:39.000000 UTC,180171415-B04,94115
5951,Alarms,2018-01-17 22:06:53.000000 UTC,180174110-T01,94102
5952,Medical Incident,2018-01-17 17:05:43.000000 UTC,180173089-82,94103
5953,Medical Incident,2018-01-17 07:14:06.000000 UTC,180170635-61,94131
5954,Gas Leak (Natural and LP Gases),2018-01-17 09:51:32.000000 UTC,180171255-B06,94110
5955,Traffic Collision,2018-01-17 12:30:30.000000 UTC,180171907-89,94103
